,smiles
1175,CCCn1c(=O)c2c(nc3[nH]c(C4CC4)cn32)n(Cc2ccccc2)c1=O
1176,CCNC(=O)[C@H]1OC(n2cnc3c(NC(=O)Nc4ccc(S(=O)(=O)NCC)cc4)ncnc32)[C@H](O)[C@@H]1O
1177,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@@H](C)Cc5ccc(OC)cc5)nc43)[C@H](O)[C@@H]2O)n1
1178,COCCn1c(=O)c2c(nc3cc(OC)ccn32)n(Cc2ccccc2)c1=O
1179,CCNC(=O)[C@H]1OC(n2cnc3c(NC(=O)Nc4ccc(S(=O)(=O)Nc5ccc(OC)cc5)cc4)ncnc32)[C@H](O)[C@@H]1O
1180,CCNC(=O)[C@H]1OC(n2cnc3c(NC(=O)Nc4ccc(S(=O)(=O)N(CCCl)CCCl)cc4)ncnc32)[C@H](O)[C@@H]1O
1181,C#Cc1nc(NOC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
1182,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(=O)NC2CCC2)[C@@H](O)[C@H]1O
1183,Oc1nc2ccccc2c2cc(-c3ccc(Cl)cc3)nn12
1184,CCCn1c(=O)c2nc(-c3cn[nH]c3)[nH]c2n(CCC)c1=O
1185,CCCOC(=O)c1c(-c2ccccc2F)nc(CC)c(C(=O)SCC)c1CCC
1186,CCNC(=O)[C@H]1OC(n2cnc3c(NC(=O)Nc4ccc(S(=O)(=O)NC5CCCCC5)cc4)ncnc32)[C@H](O)[C@@H]1O
1187,Nc1nc(NCCc2ccco2)nc2sc(-c3ccco3)nc12
1188,CONc1nc(C#Cc2cccc(C(F)(F)F)c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1189,CCCC(=O)Nc1cc(-c2cccs2)nc(-c2cccs2)n1
1190,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NCCc3ccccc3)nc(I)nc21
1191,CCC(=O)Nc1cc(-c2ccccc2OC)nc(-c2ccccc2OC)n1
1192,Cc1cccc(-n2cc3c(n2)c(N(C(=O)c2ccccc2)C(=O)c2ccccc2)nc2ccccc23)c1
1193,C#CCOC(=O)N1Cc2nc(-c3ccc(OC)cc3)nn2-c2cc(C)ccc21
1194,CCOC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
1195,O=C(CCc1ccccc1)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12
1196,C#CCCCC#Cc1nc(NCc2cccc(Cl)c2)c2ncn([C@@H]3[C@H](O)[C@H](O)[C@]4(C(=O)NC)C[C@H]34)c2n1
1197,CCNC(=O)[C@H]1OC(n2cnc3c(NCCCCCCNc4ccc([N+](=O)[O-])c5nonc45)ncnc32)[C@H](O)[C@@H]1O
1198,CCCCCCC(C)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12
1199,O=C(Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12)c1cccc(I)c1
1200,O=C(Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccccc3)nn12)c1ccccc1
1201,Cc1ccc2ncc3nc(-c4ccccc4)nn3c2c1
1202,Cn1cc2c(nc(NC(=O)NC3CCN(Cc4ccc(F)cc4)CC3)n3nc(-c4ccco4)nc23)n1
1203,CCNC(=O)[C@H]1OC(n2cnc3c(NC(=O)Nc4ccc(S(=O)(=O)NC5CCCC5)cc4)ncnc32)[C@H](O)[C@@H]1O
1204,O=C(Nc1nc(-c2ccccc2)nc2cn(-c3ccccc3)nc12)c1ccco1
1205,CCNC(=O)[C@H]1OC(n2cnc3c(NC(=O)Nc4ccc(S(=O)(=O)NCc5ccccc5)cc4)ncnc32)[C@H](O)[C@@H]1O
1206,N#Cc1cccc(-c2nc(Nc3ccccn3)sc2-n2cncn2)c1
1207,CCCCC#Cc1nc(NCc2cccc(Br)c2)c2ncn([C@@H]3SC[C@@H](O)[C@H]3O)c2n1
1208,CCCCC#Cc1nc(NCc2cccc(Cl)c2)c2ncn([C@@H]3SC[C@@H](O)[C@H]3O)c2n1
1209,COc1ccc(-c2c(C#N)c(N)nc(SCc3ncc[nH]3)c2C#N)cc1
1210,COc1ccc(-n2cc3nc(-c4ccccc4)nc(NC(=O)Cc4ccccc4)c3n2)cc1
1211,COc1ccccc1-c1cc(NC(C)=O)nc(-c2ccccc2OC)n1
1212,CCOC(=O)c1cnc(NCC(C)C)n2nc(-c3ccco3)nc12
1213,CCOC(=O)[C@H](Cc1ccc(O)cc1)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12
1214,C=CCN1C(=O)N2CC(C)N=C2c2[nH]c(-c3cc(OCc4ccccc4)nn3C)nc21
1215,O=C(Nc1nc2ccccc2c2cn(-c3ccc(Cl)cc3)nc12)c1ccncc1
1216,O[C@@H]1[C@H](O)CS[C@H]1n1cnc2c(NCc3cccc4ccccc34)nc(Cl)nc21
1217,Cc1ccc(-c2nc(N)c3nc(-c4ccccc4)sc3n2)o1
1218,CCOC(=O)c1nc2c(O)nc3ccc(N)cc3n2n1
1219,COc1ccc(-c2nc3c4cn(CCc5ccccc5)nc4nc(N)n3n2)cc1
1220,CNC(=O)[C@H]1O[C@@H](n2cnc3c(Nc4ccc(CCNC(=O)c5ccc6c(c5)C(C)(C)N([O])C6(C)C)cc4)ncnc32)[C@H](O)[C@@H]1O
1221,CC(C)Cc1nc2c(-c3ccccc3)cc(-c3ccccc3)nc2[nH]1
1222,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cc(Cl)cc(Cl)c4)ncnc32)[C@H](O)[C@@H]1N
1223,CCCNS(=O)(=O)c1ccc(NC(=O)Nc2ncnc3c2ncn3C2O[C@H](C(=O)NCC)[C@@H](O)[C@H]2O)cc1
1224,Cc1ccc(-c2cc3c4ccccc4nc(O)n3n2)cc1
1225,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NNC(=O)Cc4cccs4)nc(Cl)nc32)[C@H](O)[C@@H]1O
1226,C#CCN1CCC(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)CC1
1227,Cn1cc2c(nc(NC(=O)NC3CCN(C(=O)NCc4ccc(Cl)cc4)CC3)n3nc(-c4ccco4)nc23)n1
1228,COc1ccc(NC(=O)Nc2nc3nn(CCc4c(Br)cc(Br)cc4Br)cc3c3nc(-c4ccco4)nn23)cc1
1229,O=C(Nc1nc(-c2ccccc2)nc2cn(-c3ccccc3)nc12)c1ccncc1
1230,Cc1ccc(-n2nc3c(=O)[nH]c4ccccc4n3c2=O)cc1
1231,COc1ccc(NC(=O)Nc2nc3nn(CCc4cc(Br)c(Br)cc4Br)cc3c3nc(-c4ccco4)nn23)cc1
1232,CCNc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C.Cl
1233,CCNC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
1234,Cn1cc2c(nc(NC(=O)Nc3ccc(S(=O)(=O)O)cc3)n3nc(-c4ccco4)nc23)n1
1235,O=C(Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1)C1CC1
1236,CCC(=O)N1Cc2nc(-c3ccc(OC)cc3)nn2-c2cc(C)ccc21
1237,CCCOc1ccc(-c2cn(-c3nc(NC)c4ncn([C@@H]5O[C@H](CO)[C@@H](O)[C@H]5O)c4n3)nn2)cc1
1238,CC(=O)Nc1cc(-c2ccc(C(C)=O)cc2)nc(-c2ccc(C(C)=O)cc2)n1
1239,CCC(=O)Nc1cc(-c2ccc(Cl)cc2)nc(-c2ccc(Cl)cc2)n1
1240,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(Nc4ccc(OCC(=O)Nc5ccc(OC)cc5)cc4)ncnc32)[C@H](O)[C@@H]1O
1241,CC(=O)Nc1nc(C(=O)Nc2ccccc2)c2ccccc2n1
1242,COc1ccc(C(=O)Nc2nc(-c3ccccc3)c(C(=O)c3ccccc3)s2)cc1
1243,Cc1ccc(-n2c(-c3sc(NC(=O)c4ccco4)nc3-c3ccccc3)nc3ccccc3c2=O)cc1
1244,COc1ccc(-c2nc3c(O)nc4ccc(Cl)cc4n3n2)cc1
1245,O[C@@H]1[C@H](O)CS[C@H]1n1cnc2c(NCc3ccccc3Cl)nc(Cl)nc21
1246,Cn1cc2c(nc(NC(=O)NC3CCN(Cc4ccc(Cl)cc4)CC3)n3nc(-c4ccco4)nc23)n1
1247,CONc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CCl)[C@@H](O)[C@H]1O
1248,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O
1249,OCc1cnn(-c2nc(Nc3ccc4ccccc4n3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1
1250,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCc4cn(-c5cccc([N+](=O)[O-])c5)nn4)nc31)[C@H](O)[C@@H]2O
1251,CCCOc1cc(NC(C)=O)nc(SCCC)n1
1252,Cc1cccc2[nH]c(-c3cnc4ccccc4n3)nc12
1253,COc1cc(-c2cc(NC(C)=O)nc(-c3cc(OC)c(OC)c(OC)c3)n2)cc(OC)c1OC
1254,COc1ccc(-c2nc3cnc4ccc(C)cc4n3n2)cc1
1255,Cc1cc(C)cc(-c2nc(NC(=O)c3cncc(Br)c3)sc2-c2ccncc2)c1
1256,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)cc(C#Cc4ccc(F)s4)nc32)[C@H](O)[C@@H]1O
1257,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](COC2CC2)[C@@H](O)[C@H]1O
1258,Cc1ccc(NC(=O)c2nc(=O)[nH]c3ccccc23)cc1
1259,O=C(Nc1ccncc1)Nc1nc2nn(CCOCc3ccccc3)cc2c2nc(-c3ccco3)nn12
1260,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1
1261,Oc1nc2ccccc2c2nn(-c3ccc(F)cc3)cc12
1262,COc1ccc(C(=O)Nc2nc(-c3ccccc3)nc3ccccc23)cc1
1263,Oc1nc2ccccc2c2nn(-c3ccccc3)cc12
1264,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CC4(N)CCCCC4)nc32)[C@H](O)[C@@H]1O
1265,O=C(Nc1ccc(Br)cc1)c1nc(=O)[nH]c2ccccc12
1266,Cc1cccc(-n2nc3c(NC4CCCC4)nc4ccccc4n3c2=O)c1
1267,OC[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O
1268,CCOC(=O)C1=C(C)NC(C2CC2)=C(C(=O)OCc2ccccc2)C1C#Cc1ccccc1
1269,Cc1ccccc1CNc1nc(Cl)nc2c1ncn2[C@@H]1S[C@H](C(=O)NC2CC2)[C@@H](O)[C@H]1O
1270,COc1ccc(C(=O)Nc2nc(-c3ccccc3)c(-c3nc4ccccc4c(=O)n3-c3ccc(C)cc3)s2)cc1
1271,Cn1cc2c(nc(NC(=O)Nc3cc[n+](C)cc3)n3nc(-c4ccco4)nc23)n1.[I-]
1272,CCNC(=O)[C@H]1OC(n2cnc3c(NCCCCCCCCCCNc4ccc([N+](=O)[O-])c5nonc45)ncnc32)[C@H](O)[C@@H]1O
1273,CCOC(=O)c1nc2c(=O)n(C(=O)OCC)c3ccccc3n2n1
1274,COC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O
1275,Cc1cccc(-n2nc3c(N)nc4ccccc4n3c2=O)c1
1276,COc1ccc(-c2nc3c4cn(CCc5ccccc5)nc4nc(NC(=O)c4ccccc4)n3n2)cc1
1277,CCCOC(=O)c1c(-c2cccc(F)c2)nc(CC)c(C(=O)SCC)c1CCC
1278,Cn1cc2c(nc(N=C(NC3CCCCC3)NC3CCCCC3)n3nc(-c4ccco4)nc23)n1
1279,CN(C)C(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O
1280,O=C1NCCC12O[C@@H](n1cnc3c(NCc4cccc(I)c4)ncnc31)[C@H](O)[C@@H]2O
1281,Cn1cc2c(NC(=O)Nc3cccc(Cl)c3)nc(-c3ccccc3)nc2n1
1282,Cc1ccc(-c2nn3c(N)nc4ccccc4n3c2=O)cc1
1283,O=C1NCC[C@@]12O[C@@H](n1cnc3c(NCc4cccc(I)c4)ncnc31)[C@H](O)[C@@H]2O
1284,C#CCCCCC#Cc1nc(NCc2cccc(Cl)c2)c2ncn([C@H]3[C@H](O)[C@H](O)[C@]4(C(=O)NC)C[C@H]34)c2n1
1285,O=C(NCc1ccccc1)Nc1nn(-c2ccccc2)c(=O)c2ccccc12
1286,Cc1ccccc1CNc1nc(Cl)nc2c1ncn2[C@@H]1S[C@H](C(=O)NCC2CC2)[C@@H](O)[C@H]1O
1287,O=C(Nc1ccccc1)Nc1nc(NCc2ccccc2)nc2nc(-c3ccco3)nn12
1288,CCNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(N)ncnc31)[C@H](O)[C@@H]2O
1289,Cn1cc2c(nc(N=C(Nc3ccc(C#N)cc3)Nc3ccc(C#N)cc3)n3nc(-c4ccco4)nc23)n1
1290,CCNC(=O)N1CCC(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)CC1
1291,Cn1cc2c(nc(NC(=O)NC3CCN(Cc4ccccc4)CC3)n3nc(-c4ccco4)nc23)n1
1292,Cc1ccc(-n2cc3c(n2)c(N(C(=O)c2ccccc2)C(=O)c2ccccc2)nc2ccccc23)cc1
1293,CC(C)(C)c1cc(CCNc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc(C(C)(C)C)c1O
1294,CCCSc1nc(NC(C)=O)cc(OCc2ccc(Cl)cc2Cl)n1
1295,CCOC(=O)c1cnn(-c2nc(NC3CCCCC3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1
1296,CCCn1c(=O)c2nc(-c3ccc(/C=C/C(=O)O)cc3)[nH]c2n(CCC)c1=O
1297,COc1ccc(NC(=O)Nc2nc3nn(CCC(C)C)cc3c3nc(-c4ccco4)nn23)cc1
1298,CCCn1cc2c(nc(NC(=O)Nc3ccc(S(=O)(=O)O)cc3)n3nc(-c4ccco4)nc23)n1
1299,CCNc1nc(OCCc2c[nH]c3ccccc23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1300,O=S(=O)(O)c1ccc(CCNc2nc(C#Cc3ccccc3)nc3c2ncn3[C@H]2[C@H](O)[C@H](O)[C@@H]3C[C@@H]32)cc1
1301,O=C(Cc1ccc(Cl)cc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12
1302,CNc1ncc(C(=O)OCc2ccccc2C)c2nc(-c3ccco3)nn12
1303,CN(C)C(=O)[C@H]1S[C@@H](n2cnc3c(NCC4CC4)nc(Cl)nc32)[C@H](O)[C@@H]1O
1304,O=C(Nc1cc(-c2ccc3c(c2)OCO3)nc(-c2ccccc2)n1)C1CC1
1305,Nc1nc(NCc2ccccc2)nc2nc(-c3ccco3)nn12
1306,O=c1[nH]c2ccccc2c2cn(-c3ccccc3)nc12
1307,Cn1cc2c(nc(NCCc3c[nH]c4ccccc34)n3nc(-c4ccco4)nc23)n1
1308,CC(=O)Nc1nc2ccccc2c2cn(-c3cccc(C)c3)nc12
1309,CN1CCN(C(=O)N2CCC(NC(=O)Nc3nc4nn(C)cc4c4nc(-c5ccco5)nn34)CC2)CC1.O=C(O)C(F)(F)F
1310,COc1cccc(CNc2nc(Cl)nc3c2ncn3C2O[C@H](c3ccon3)[C@H](O)[C@@H]2O)c1
1311,CONc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](c2ccon2)[C@@H](O)[C@H]1O
1312,CCCn1c(=O)c2c(nc3[nH]c(C(C)C)cn32)n(Cc2ccccc2)c1=O
1313,Cc1ccccc1CNC(=O)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O
1314,CCCOc1cc(NC(C)=O)nc(SC)n1
1315,CCCOC(=O)c1c(-c2ccc(F)cc2)nc(CC)c(C(=O)SCC)c1CCC
1316,Cn1cc2c(nc(N)n3nc(-c4ccc(F)cc4)nc23)n1
1317,CCCCC#Cc1nc2c(N)ncnc2n1[C@@H]1OC[C@@H](O)[C@H]1O
1318,Cn1cc2c(nc(NC(=O)CCCc3cn(CCCCCCNC(=O)c4ccc(-c5c6ccc(=N)c(S(=O)(=O)O)c-6oc6c(S(=O)(=O)O)c(N)ccc56)c(C(=O)O)c4)nn3)n3nc(-c4ccco4)nc23)n1
1319,CCN(CC)CC.CCN(CC)CC.Cn1cc2c(nc(NC(=O)CCCc3cn(CCCCCCNC(=O)c4ccc(-c5c6ccc(=N)c(S(=O)(=O)O)c-6oc6c(S(=O)(=O)O)c(N)ccc56)c(C(=O)O)c4)nn3)n3nc(-c4ccco4)nc23)n1
1320,COC(=O)N1Cc2nc(-c3ccccc3)nn2-c2cc(C)ccc21
1321,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(=O)NC2CCCC2)[C@@H](O)[C@H]1O
1322,O=C(Nc1nc(-c2ccccc2)nc2sc(-c3ccco3)nc12)c1ccccc1
1323,CC(=O)Nc1nc(-c2ccccc2)nc2cn(-c3ccccc3)nc12
1324,OC[C@H]1O[C@@H](n2cnc3c(C(F)(F)F)nc(NCCc4ccccc4)nc32)[C@H](O)[C@@H]1O
1325,Clc1ccc(C#Cc2nc(N[C@@H]3CCOC3)c3nc[nH]c3n2)s1
1326,Cn1cc2c(nc(NCCCNC(=O)OC(C)(C)C)n3nc(-c4ccco4)nc23)n1
1327,O=C(Cc1cccc(Cl)c1)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12
1328,COc1ccc(-c2cc(NC(=O)C3CCCCC3)nc(-c3ccc(OC)cc3)n2)cc1
1329,O=c1n(-c2ccccc2)nc2c(NS(=O)(=O)c3ccccc3)nc3ccccc3n12
1330,CCCCC#Cc1nc(N)c2ncn([C@@H]3O[C@H](CSCC)[C@@H](O)[C@H]3O)c2n1
1331,CCOC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O
1332,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NCCCF)nc(Cl)nc21
1333,O[C@H]1[C@@H](O)C[C@@]2(n3cnc4c(NCCF)nc(Cl)nc43)C[C@@H]12
1334,CN(c1nc2nn(C)cc2c2nc(-c3ccco3)nn12)C1CCCCC1
1335,CCOC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCCc4ccc(OC)c(O)c4)nc(C#Cc4ccc(Cl)s4)nc31)[C@H](O)[C@@H]2O
1336,c1ccc(CCNc2nc3ccccc3c3cn(-c4ccccc4)nc23)cc1
1337,CC(C)(C)OC(=O)NCCCC(=O)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12
1338,OC[C@H]1O[C@@H](n2cnc3c(NCCCCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O
1339,Cc1ccc(-c2nc3c(=O)[nH]c(C)nc3s2)cc1
1340,Cc1nc(N(C(=O)c2ccco2)C(=O)c2ccco2)c2nn(-c3ccccc3)cc2n1
1341,COc1ccc(-c2nc(N)c3nn(-c4ccccc4)cc3n2)cc1
1342,CC(C)NC(=Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12)NC(C)C
1343,Oc1nc2ccccc2n2nc(-c3ccco3)nc12
1344,Cc1nc(N(C(=O)c2ccccc2)C(=O)c2ccccc2)c2nn(-c3ccccc3)cc2n1
1345,CCNc1nc(C#Cc2ccc(Cl)s2)nc2[nH]cnc12
1346,Nc1nc2ccccc2n2c(=O)c(-c3ccc(Cl)cc3)nn12
1347,CCCc1nc(-c2ccccc2)c(C(=O)OCC)c(CC)c1C(=O)SCC
1348,C#CCCCC(=O)Nc1nc2cccc(Cl)c2c2nc(-c3ccco3)nn12
1349,CC(C)(C)OC(=O)NCCCCCC(=O)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12
1350,CCCn1c(=O)c2c(nc3[nH]c(C)cn32)n(Cc2ccccn2)c1=O.Cl
1351,O=C(Nc1cccnc1)Nc1nc2nn(CCO)cc2c2nc(-c3ccco3)nn12
1352,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC(C4CC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O
1353,CC(C)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12
1354,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(Nc4ccc(OCC(=O)Nc5ccc(Cl)cc5)cc4)ncnc32)[C@H](O)[C@@H]1O
1355,Nc1nc2ccccc2n2c(=O)c(-c3ccccc3)nn12
1356,CCCC(=O)Nc1cc(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)n1
1357,c1ccc(-c2nc(-c3ccccc3)c3nc(C4CCCC4)nc-3[nH]2)cc1
1358,Nc1nc2cccc(Cl)c2c2nc(-c3ccco3)nn12
1359,CCCNc1nc(N)c2nc(-c3ccco3)sc2n1
1360,CSc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C
1361,Nc1nc(NCc2cccc(F)c2)nc2sc(-c3ccco3)nc12
1362,COc1ccc(-n2cc3nc(C)nc(NC(=O)c4ccccc4)c3n2)cc1
1363,CCCn1c(=O)c2c(nc3cc(-c4ccccc4)ccn32)n(Cc2ccccc2)c1=O
1364,Cn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc21
1365,CCNC(=O)[C@H]1OC(n2cnc3c(NC(=O)Nc4ccc(S(=O)(=O)NC56CC7CC(CC(C7)C5)C6)cc4)ncnc32)[C@H](O)[C@@H]1O
1366,CCOC(=O)c1cnc(NC2CCCC2)n2nc(-c3ccco3)nc12
1367,COc1ccc(OC)c(-c2cc(NC(C)=O)nc(-c3cc(OC)ccc3OC)c2)c1
1368,O=C(NC1CCCCC1)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O
1369,Cn1cc2c(nc(N3CCCC3)n3nc(-c4ccco4)nc23)n1
1370,COc1cccc(-c2nc(N)c3nc(-c4ccccc4)sc3n2)c1
1371,COc1ccc(-n2nc3c(NC(C)=O)nc4ccccc4n3c2=O)cc1
1372,c1ccc(CNc2nc3ccccc3c3cn(-c4ccccc4)nc23)cc1
1373,CONc1nc([N+](=O)[O-])nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1374,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NCCc3cccc(F)c3)nc(C#Cc3ccccc3)nc21
1375,COc1ccccc1CNc1nc(N)c2nc(-c3ccco3)sc2n1
1376,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(N4CCN(c5ccc(OCc6ccc(Cl)cc6)cc5)CC4)nc32)[C@H](O)[C@@H]1O
1377,CCn1c(=O)c2c(nc3ccccn32)n(Cc2ccccc2)c1=O
1378,CCO/C(O)=C1\C(C)=NC(c2ccccc2)=C(C(=O)OCc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)C1C#Cc1ccccc1
1379,CCCn1c(=O)c2c(nc3[nH]c(C)c(C)n32)n(Cc2ccccc2)c1=O
1380,OCc1cnn(-c2nc(Nc3cnccn3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1
1381,CCn1cc2c(nc(NC(=O)Cc3ccc4ccccc4c3)n3nc(-c4ccco4)nc23)n1
1382,O=C(Nc1ccccc1)Nc1nc(-c2ccccc2)nc2nn(CCc3ccccc3)cc12
1383,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(Nc4ccc(OCC(=O)Nc5ccc(Br)cc5)cc4)ncnc32)[C@H](O)[C@@H]1O
1384,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCC(=O)NCCNC(=O)CCCC[C@H]4SC[C@H]5NC(=O)N[C@H]54)nc31)[C@H](O)[C@@H]2O
1385,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCC(=O)NCCNC(=O)CCCCC4SCC5NC(=O)NC54)nc31)[C@H](O)[C@@H]2O
1386,Cn1c(=O)c2nn(-c3ccccc3)c(=O)n2c2ccccc21
1387,CCCCN(C)c1nc2nn(C)cc2c2nc(-c3ccco3)nn12
1388,Cc1cccc(Nc2nc(-c3cccc(C#N)c3)c(-n3cncn3)s2)n1
1389,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NCCc3ccccc3)nc(C#Cc3ccccc3Cl)nc21
1390,c1ccc(CNc2nc(NCc3ccccc3)n3nc(-c4ccco4)nc3n2)cc1
1391,c1ccc(Nc2nc(NC3CC4CCC3C4)c3nc[nH]c3n2)cc1
1392,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(N4CCN(c5ccc(OCc6ccccc6)cc5)CC4)nc32)[C@H](O)[C@@H]1O
1393,Nc1nc(NCc2ccccc2)nc2sc(-c3ccco3)nc12
1394,Clc1ccc(C#Cc2nc(NC(C3CC3)C3CC3)c3nc[nH]c3n2)s1
1395,CCO/C(O)=C1\C(C)=NC(c2ccccc2)=C(C(=O)OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1C#Cc1ccccc1
1396,CCOC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCCc4ccc(O)c(OC)c4)nc(C#Cc4ccc(Cl)s4)nc31)[C@H](O)[C@@H]2O
1397,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCCc4cn(-c5ccc(N=C=S)cc5)nn4)nc31)[C@H](O)[C@@H]2O
1398,CNc1nc(Cl)nc2c1ncn2[C@@H]1OC[C@@H](O)[C@H]1O
1399,COc1ccc(CCNc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)cc1OC
1400,CC(CCc1ccccc1)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12
1401,Cn1cc2c(nc(NC34CC5CC(CC(C5)C3)C4)n3nc(-c4ccco4)nc23)n1
1402,CCCOc1cc(NC(=O)CC)nc(SCCC)n1
1403,Nc1nc(NCc2cccs2)nc2sc(-c3cccs3)nc12
1404,Cc1cn2c(nc3c2c(=O)n(CCO)c(=O)n3Cc2ccccc2)[nH]1
1405,c1ccc(-c2nc(-c3ccccc3)c3[nH]cnc3n2)cc1
1406,COc1ccc(-c2nc3c(=O)[nH]c(C)nc3s2)cc1
1407,CCCNc1cc(C#Cc2ccc(Cl)s2)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(C(=O)NC)C[C@H]12
1408,Nc1nc(-c2ccc3c(c2)OCO3)cn2c(=O)n(-c3ccccc3)nc12
1409,Cn1cc2c(nc(N3CCCCC3)n3nc(-c4ccco4)nc23)n1
1410,CC(C)C/C=N/Nc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
1411,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(Nc4ccc(OCC(=O)Nc5ccccc5)cc4)ncnc32)[C@H](O)[C@@H]1O
