,molecule_chembl_id,Ki,units,smiles,pKi
0,CHEMBL118923,0.01,nM,Cl.Cn1cc2c(nc(NC(=O)Nc3ccncc3)n3nc(-c4ccco4)nc23)n1,11.0
1,CHEMBL3754229,0.027,nM,COc1ccc(C(=O)Nc2nc(-c3cccs3)nc3cn(-c4ccccc4)nc23)cc1,10.568636235841012
2,CHEMBL89852,0.0314,nM,CCO/C(O)=C1\C(C)=NC(c2ccccc2)=C(C(=O)OCc2ccccc2)C1C#Cc1ccccc1,10.503070351926786
3,CHEMBL332091,0.04,nM,Cn1cc2c(nc(NC(=O)Nc3ccncc3)n3nc(-c4ccco4)nc23)n1,10.397940008672037
4,CHEMBL1091268,0.108,nM,Cn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccccc4)nc23)n1,9.96657624451305
5,CHEMBL340868,0.11,nM,CCOC(=O)C1=C(c2ccccc2)Nc2cc(C)c(C(=O)OCC)cc2C1/C=C/c1ccccc1,9.958607314841775
6,CHEMBL348975,0.14,nM,CCn1cc2c(nc(NC(=O)Nc3ccc(C)cc3)n3nc(-c4ccco4)nc23)n1,9.853871964321762
7,CHEMBL145767,0.14,nM,COc1ccc(NC(=O)Nc2nc3n[nH]cc3c3nc(-c4ccco4)nn23)cc1,9.853871964321762
8,CHEMBL144979,0.14,nM,COc1ccc(NC(=O)Nc2nc3ccc(Cl)cc3c3nc(-c4ccco4)nn23)cc1,9.853871964321762
9,CHEMBL209992,0.14,nM,CCn1cc2c(n1)N=C(NC(=O)Nc1ccc(C)cc1)N1NC(c3ccco3)=NC21,9.853871964321762
10,CHEMBL168018,0.15,nM,CCCn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1,9.823908740944319
11,CHEMBL1834703,0.16,nM,Cn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccc(-c5ccco5)cc4)nc23)n1,9.795880017344075
12,CHEMBL324735,0.16,nM,Cn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1,9.795880017344075
13,CHEMBL1098108,0.18,nM,COc1ccc(C(=O)Nc2nc(-c3ccccc3)nc3nn(C)cc23)cc1,9.744727494896694
14,CHEMBL352796,0.18,nM,CCn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1,9.744727494896694
15,CHEMBL331111,0.18,nM,CCCCc1nc2[nH]cnc2c2nc(-c3ccc(OC)cc3)nn12,9.744727494896694
16,CHEMBL141550,0.19,nM,O=C(Nc1cccc(Cl)c1)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,9.721246399047171
17,CHEMBL352073,0.2,nM,CCn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,9.698970004336019
18,CHEMBL2181965,0.2,nM,CCCN1C(=O)N2CCN=C2c2[nH]c(-c3ccc(Br)cc3)nc21,9.698970004336019
19,CHEMBL1834704,0.2,nM,COc1ccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccc(-c5ccco5)cc4)nn23)cc1,9.698970004336019
20,CHEMBL329791,0.2,nM,COc1ccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)cc1,9.698970004336019
21,CHEMBL258535,0.2,nM,CCNc1nc(C#C[C@@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,9.698970004336019
22,CHEMBL1091640,0.201,nM,Cn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccc(F)cc4)nc23)n1,9.69680394257951
23,CHEMBL166684,0.21,nM,CCCCn1cc2c(nc(NC(=O)Nc3ccc(C)cc3)n3nc(-c4ccco4)nc23)n1,9.67778070526608
24,CHEMBL349240,0.21,nM,CCCCn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1,9.67778070526608
25,CHEMBL165224,0.24,nM,Cn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,9.619788758288394
26,CHEMBL1091938,0.241,nM,COc1ccc(-c2nc3c4cn(C)nc4nc(NC(=O)Cc4ccccc4)n3n2)cc1,9.61798295742513
27,CHEMBL1091641,0.248,nM,Cn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccc(Cl)cc4)nc23)n1,9.605548319173783
28,CHEMBL578224,0.25,nM,Cn1cc2c(nc(NC(=O)C(c3ccccc3)c3ccccc3)n3nc(-c4ccco4)nc23)n1,9.602059991327963
29,CHEMBL522152,0.25,nM,CNC(=O)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O,9.602059991327963
30,CHEMBL165083,0.27,nM,CCn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,9.568636235841012
31,CHEMBL201706,0.28,nM,CNC(=O)[C@H]1S[C@@H](n2cnc3c(NC)nc(Cl)nc32)[C@H](O)[C@@H]1O,9.55284196865778
32,CHEMBL4788488,0.28,nM,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(F)s4)nc31)[C@H](O)[C@@H]2O,9.55284196865778
33,CHEMBL167753,0.29,nM,Cn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,9.537602002101044
34,CHEMBL567226,0.29,nM,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(Cl)nc31)[C@H](O)[C@@H]2O,9.537602002101044
35,CHEMBL175543,0.29,nM,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(Cl)nc31)[C@H](O)[C@@H]2O,9.537602002101044
36,CHEMBL165778,0.29,nM,CCCn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,9.537602002101044
37,CHEMBL2180931,0.3,nM,C[C@H](Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12)c1ccccc1,9.522878745280337
38,CHEMBL352345,0.3,nM,CCn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1,9.522878745280337
39,CHEMBL166301,0.3,nM,CCCn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,9.522878745280337
40,CHEMBL4740116,0.306,nM,CCOC(=O)C(Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12)c1ccccc1,9.51427857351842
41,CHEMBL351285,0.31,nM,Cc1ccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)cc1,9.508638306165727
42,CHEMBL4105164,0.313,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCC5CC5)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,9.504455662453552
43,CHEMBL330286,0.32,nM,CCCCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,9.494850021680094
44,CHEMBL431733,0.33,nM,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,9.481486060122112
45,CHEMBL573032,0.33,nM,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)nc(C#Cc4ccc(OC)cc4)nc32)[C@H](O)[C@@H]1O,9.481486060122112
46,CHEMBL605266,0.33,nM,CNC(=O)C[C@H]1OC(n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@@H](O)[C@H]1O,9.481486060122112
47,CHEMBL164905,0.34,nM,CCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,9.468521082957745
48,CHEMBL572765,0.34,nM,Cn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,9.468521082957745
49,CHEMBL165560,0.34,nM,CCCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1,9.468521082957745
50,CHEMBL1091937,0.345,nM,Cn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccc(Br)cc4)nc23)n1,9.462180904926726
51,CHEMBL4059961,0.345,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccc(Br)c5)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,9.462180904926726
52,CHEMBL383714,0.35,nM,Cn1cc2c(nc(NC(=O)Nc3ccccn3)n3nc(-c4ccco4)nc23)n1,9.455931955649724
53,CHEMBL2181976,0.36,nM,Cc1cc(C)cc(-c2nc(NC(=O)c3cccnc3)sc2-c2ccncc2)c1,9.443697499232712
54,CHEMBL98464,0.362,nM,C[C@H](C(=O)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12)c1ccccc1,9.441291429466835
55,CHEMBL165600,0.37,nM,CCn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1,9.431798275933005
56,CHEMBL4082584,0.37,nM,O=c1[nH]c(-c2ccccc2)cn2c(=O)n(-c3ccc(O)cc3)nc12,9.431798275933005
57,CHEMBL4062581,0.38,nM,COc1cccc(Cn2c(=O)n(CC3CC3)c(=O)c3c2nc2cc(OC)ccn23)c1,9.42021640338319
58,CHEMBL2368455,0.38,nM,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Br)c4)nc(Cl)nc31)[C@H](O)[C@@H]2O,9.42021640338319
59,CHEMBL200732,0.38,nM,CNC(=O)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,9.42021640338319
60,CHEMBL4071338,0.386,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccc(Cl)c5)ncnc43)[C@H](O)[C@@H]2O)n1,9.413412695328246
61,CHEMBL4098377,0.387,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccc(Cl)c5)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,9.41228903498109
62,CHEMBL4081876,0.393,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccc(Br)c5)ncnc43)[C@H](O)[C@@H]2O)n1,9.405607449624574
63,CHEMBL351075,0.4,nM,CCCn1cc2c(nc(NC(=O)Nc3ccc(C)cc3)n3nc(-c4ccco4)nc23)n1,9.397940008672037
64,CHEMBL350261,0.4,nM,CCCn1cc2c(nc(NC(=O)Nc3cccc(OC)c3)n3nc(-c4ccco4)nc23)n1,9.397940008672037
65,CHEMBL575027,0.4,nM,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)nc(C#Cc4ccccn4)nc32)[C@H](O)[C@@H]1O,9.397940008672037
66,CHEMBL589080,0.4,nM,COc1cc(-c2nc(NC(C)=O)sc2-c2ccncc2)cc(OC)c1OC,9.397940008672037
67,CHEMBL203357,0.4,nM,CNC(=O)[C@H]1S[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O,9.397940008672037
68,CHEMBL344501,0.4,nM,Cn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,9.397940008672037
69,CHEMBL3753642,0.41,nM,O=C(Nc1nc(-c2cccs2)nc2cn(-c3ccccc3)nc12)c1cccnc1,9.387216143280265
70,CHEMBL596042,0.42,nM,CCNC(=O)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O,9.3767507096021
71,CHEMBL2094083,0.42,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#CC(O)c4ccccc4)nc32)[C@H](O)[C@@H]1O,9.3767507096021
72,CHEMBL3414939,0.429,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NC)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,9.367542707815275
73,CHEMBL573269,0.43,nM,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)nc(C#Cc4ccc(F)cc4)nc32)[C@H](O)[C@@H]1O,9.366531544420413
74,CHEMBL354161,0.43,nM,Cn1cc2c(nc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)n3nc(-c4ccco4)nc23)n1,9.366531544420413
75,CHEMBL424161,0.43,nM,CCCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,9.366531544420413
76,CHEMBL574602,0.44,nM,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)nc(C#Cc4ccccc4)nc32)[C@H](O)[C@@H]1O,9.356547323513812
77,CHEMBL3407785,0.44,nM,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(Br)s4)nc31)[C@H](O)[C@@H]2O,9.356547323513812
78,CHEMBL203797,0.44,nM,Cn1cc2c(nc(NC(=O)Nc3cccnc3)n3nc(-c4ccco4)nc23)n1,9.356547323513812
79,CHEMBL1562432,0.441,nM,CC[C@@H]1CN2C(=O)N(C)c3nc(-c4cc(Cl)cc(Cl)c4Cl)[nH]c3C2=N1,9.355561410532161
80,CHEMBL350205,0.45,nM,CCCn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1,9.346787486224656
81,CHEMBL348925,0.46,nM,Cn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1,9.337242168318426
82,CHEMBL411692,0.468,nM,C[C@@H](C(=O)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12)c1ccccc1,9.329754146925875
83,CHEMBL3414938,0.478,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NC)ncnc43)[C@H](O)[C@@H]2O)n1,9.320572103387882
84,CHEMBL577183,0.48,nM,C=Cn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,9.318758762624412
85,CHEMBL304726,0.48,nM,C=CCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,9.318758762624412
86,CHEMBL352192,0.5,nM,CCCCn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,9.301029995663981
87,CHEMBL4282074,0.5,nM,CCCSc1nc(NC(C)=O)cc(O[C@@H](C)c2ccccc2)n1,9.301029995663981
88,CHEMBL142562,0.5,nM,O=C(Nc1cccc(Cl)c1)Nc1nc2n[nH]cc2c2nc(-c3ccco3)nn12,9.301029995663981
89,CHEMBL4763391,0.5,nM,CCOC(=O)C(CC(C)C)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,9.301029995663981
90,CHEMBL534936,0.5,nM,Cl.Cn1cc2c(nc(NC(=O)Nc3ccccn3)n3nc(-c4ccco4)nc23)n1,9.301029995663981
91,CHEMBL333860,0.51,nM,CCCCc1nc2[nH]cnc2c2nc(-c3ccc(OCCC)cc3)nn12,9.292429823902063
92,CHEMBL164509,0.51,nM,CCCn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,9.292429823902063
93,CHEMBL3407782,0.52,nM,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccsc4)nc31)[C@H](O)[C@@H]2O,9.2839966563652
94,CHEMBL261453,0.53,nM,CNc1nc(C#C[C@@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,9.275724130399212
95,CHEMBL2064639,0.53,nM,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(F)cc4)nc31)[C@H](O)[C@@H]2O,9.275724130399212
96,CHEMBL4078479,0.532,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccc(I)c5)ncnc43)[C@H](O)[C@@H]2O)n1,9.274088367704952
97,CHEMBL133591,0.54,nM,N[C@@H]1[C@@H](O)[C@H](n2cnc3c(NC4CCCC4)ncnc32)O[C@@H]1CO,9.267606240177031
98,CHEMBL376968,0.542,nM,CCCCC[C@H](O)C#Cc1nc(NCC)c2ncn([C@@H]3O[C@H](C(=O)NCC)[C@@H](O)[C@H]3O)c2n1,9.266000713461613
99,CHEMBL534489,0.55,nM,Cl.Cn1cc2c(nc(NC(=O)Nc3cccnc3)n3nc(-c4ccco4)nc23)n1,9.259637310505756
100,CHEMBL167915,0.55,nM,CCCCn1cc2c(nc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)n3nc(-c4ccco4)nc23)n1,9.259637310505756
101,CHEMBL2112156,0.56,nM,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cc(Cl)ccc4Cl)nc(Cl)nc31)[C@H](O)[C@@H]2O,9.2518119729938
102,CHEMBL89093,0.56,nM,Cc1ccc(-c2oc3ccc(Cl)cc3c(=O)c2Cl)c(OC(C)C)c1,9.2518119729938
103,CHEMBL164647,0.56,nM,CCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1,9.2518119729938
104,CHEMBL209332,0.56,nM,CCn1cc2c(n1)N=C(NC(=O)Nc1ccccc1OC)N1NC(c3ccco3)=NC21,9.2518119729938
105,CHEMBL5200403,0.563,nM,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCCc4ccc(O)c(OC)c4)nc(C#Cc4ccccc4)nc31)[C@H](O)[C@@H]2O,9.249491605148654
106,CHEMBL349611,0.57,nM,CCCCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1,9.244125144327509
107,CHEMBL3407783,0.57,nM,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4cccs4)nc31)[C@H](O)[C@@H]2O,9.244125144327509
108,CHEMBL232513,0.57,nM,CCNC(=O)c1cnn(-c2nc(Nc3ccc4ccccc4n3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,9.244125144327509
109,CHEMBL4088081,0.57,nM,CNC(=O)[C@H]1[Se][C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O,9.244125144327509
110,CHEMBL4087306,0.575,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCC5CC5)ncnc43)[C@H](O)[C@@H]2O)n1,9.24033215531037
111,CHEMBL5203749,0.58,nM,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCCc4ccccc4)nc(C#Cc4ccccc4Cl)nc31)[C@H](O)[C@@H]2O,9.236572006437063
112,CHEMBL2368364,0.58,nM,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cc(I)ccc4OC)nc(Cl)nc31)[C@H](O)[C@@H]2O,9.236572006437063
113,CHEMBL2064640,0.58,nM,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccccc4Cl)nc31)[C@H](O)[C@@H]2O,9.236572006437063
114,CHEMBL317580,0.586,nM,O=C(Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12)C(c1ccccc1)c1ccccc1,9.232102383981909
115,CHEMBL3414948,0.588,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5ccccc5I)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,9.230622673923861
116,CHEMBL4277994,0.6,nM,CCCSc1nc(NC(C)=O)cc(OC(C)c2ccccc2)n1,9.221848749616356
117,CHEMBL65271,0.6,nM,CCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,9.221848749616356
118,CHEMBL164325,0.6,nM,CCCCn1cc2c(nc(NC(=O)Nc3cccc(OC)c3)n3nc(-c4ccco4)nc23)n1,9.221848749616356
119,CHEMBL1096754,0.6,nM,Cn1cc2c(NC(=O)c3ccccc3)nc(-c3ccccc3)nc2n1,9.221848749616356
120,CHEMBL324095,0.6,nM,O=c1[nH]c2ccccc2n2c(=O)n(-c3ccc([N+](=O)[O-])cc3)nc12,9.221848749616356
121,CHEMBL423934,0.6,nM,CCCCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,9.221848749616356
122,CHEMBL3407778,0.62,nM,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccco4)nc31)[C@H](O)[C@@H]2O,9.207608310501746
123,CHEMBL1090461,0.624,nM,Cn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccc([N+](=O)[O-])cc4)nc23)n1,9.204815410317575
124,CHEMBL3407768,0.63,nM,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(OC)cc4)nc31)[C@H](O)[C@@H]2O,9.200659450546418
125,CHEMBL2112160,0.63,nM,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(C)c4)nc(Cl)nc31)[C@H](O)[C@@H]2O,9.200659450546418
126,CHEMBL88147,0.65,nM,O=C(Cc1ccccc1)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,9.187086643357144
127,CHEMBL165910,0.65,nM,CCn1cc2c(nc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)n3nc(-c4ccco4)nc23)n1,9.187086643357144
128,CHEMBL200705,0.67,nM,CCNC(=O)[C@H]1S[C@@H](n2cnc3c(NC4CC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,9.173925197299173
129,CHEMBL2368366,0.69,nM,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCC(c4ccccc4)c4ccccc4)nc(Cl)nc31)[C@H](O)[C@@H]2O,9.161150909262744
130,CHEMBL3407784,0.7,nM,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(Cl)s4)nc31)[C@H](O)[C@@H]2O,9.154901959985743
131,CHEMBL351211,0.7,nM,COc1ccccc1NC(=O)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,9.154901959985743
132,CHEMBL232512,0.7,nM,CCNC(=O)c1cnn(-c2nc(Nc3ccc(C)cc3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,9.154901959985743
133,CHEMBL208238,0.709,nM,CCCCC[C@@H](O)C#Cc1nc(NCC)c2ncn([C@@H]3O[C@H](C(=O)NCC)[C@@H](O)[C@H]3O)c2n1,9.149353764816933
134,CHEMBL350042,0.71,nM,CCCn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1,9.148741651280925
135,CHEMBL4090548,0.71,nM,CCc1ccc(Cn2c(=O)n(CC3CC3)c(=O)c3c2nc2cc(OC)ccn23)cc1,9.148741651280925
136,CHEMBL349954,0.72,nM,CCCCn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,9.142667503568731
137,CHEMBL3612943,0.73,nM,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(-n4cc(-c5ccc(Cl)s5)nn4)nc31)[C@H](O)[C@@H]2O,9.136677139879545
138,CHEMBL490606,0.73,nM,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NCc3cccc(Br)c3)nc(Cl)nc21,9.136677139879545
139,CHEMBL164686,0.74,nM,Cn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,9.130768280269024
140,CHEMBL205225,0.748,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#Cc4ccc(OC)cc4)nc32)[C@H](O)[C@@H]1O,9.126098402135538
141,CHEMBL224874,0.75,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#C[C@@H](O)c4ccccc4)nc32)[C@H](O)[C@@H]1O,9.1249387366083
142,CHEMBL4755127,0.75,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)nc(C#C[C@@H](O)c4ccccc4)nc32)[C@H](O)[C@@H]1O,9.1249387366083
143,CHEMBL378810,0.754,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CC(O)c4ccc(OC)cc4)nc32)[C@H](O)[C@@H]1O,9.122628654130226
144,CHEMBL2092786,0.76,nM,CNc1nc(C#CC(O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,9.119186407719209
145,CHEMBL204527,0.763,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CC(O)c4ccccc4)nc32)[C@H](O)[C@@H]1O,9.11747546204512
146,CHEMBL3407766,0.77,nM,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccccc4OC)nc31)[C@H](O)[C@@H]2O,9.113509274827518
147,CHEMBL1766358,0.776,nM,COc1ccc(OC)c(NC(=O)Nc2nn(-c3ccccc3)c(=O)c3ccccc23)c1,9.110138278741811
148,CHEMBL2112163,0.78,nM,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NC4CC4c4ccccc4)nc(Cl)nc31)[C@H](O)[C@@H]2O,9.10790539730952
149,CHEMBL1097549,0.79,nM,CC1(C)c2ccc(NC3NC=Nc4c3ncn4[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cc2C(C)(C)N1[O],9.102372908709558
150,CHEMBL2181975,0.79,nM,COc1ccc(-c2nsc(NC(C)=O)n2)cc1,9.102372908709558
151,CHEMBL302765,0.8,nM,CCCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,9.096910013008056
152,CHEMBL211862,0.8,nM,COc1ccc(-n2nc3c(NC(=O)C(c4ccccc4)c4ccccc4)nc4c([N+](=O)[O-])cccc4n3c2=O)cc1,9.096910013008056
153,CHEMBL357663,0.8,nM,COc1ccc(NC(=O)Nc2nc3nn(C(C)(C)C)cc3c3nc(-c4ccco4)nn23)cc1,9.096910013008056
154,CHEMBL434534,0.8,nM,CCCn1c(=O)c2c(nc3[nH]c(C)cn32)n(Cc2ccccc2)c1=O,9.096910013008056
155,CHEMBL165620,0.8,nM,CCCCn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,9.096910013008056
156,CHEMBL164992,0.8,nM,COc1cccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)c1,9.096910013008056
157,CHEMBL4079433,0.806,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccc(F)c5)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,9.093664958194909
158,CHEMBL209927,0.81,nM,O=C(Nc1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12)C(c1ccccc1)c1ccccc1,9.09151498112135
159,CHEMBL341376,0.81,nM,Cn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1,9.09151498112135
160,CHEMBL355415,0.81,nM,CCCn1cc2c(nc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)n3nc(-c4ccco4)nc23)n1,9.09151498112135
161,CHEMBL258421,0.82,nM,CCCC#Cc1nc(NCc2cccc(Cl)c2)c2ncn([C@H]3[C@H](O)[C@H](O)[C@]4(C(=O)NC)C[C@H]34)c2n1,9.086186147616283
162,CHEMBL175922,0.82,nM,CCOC(=O)Cc1ccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)cc1,9.086186147616283
