,smiles,pchembl
1643,Nc1nc(-c2ccc(S(N)(=O)=O)cc2)cn2c(=O)n(-c3ccccc3)nc12,4.83
1644,CNc1nc2nc(-c3ccco3)nn2c(NCc2ccccc2)n1,6.56
1645,CCOc1nc2c(ncn2C2OC(CO)C(O)C2O)c(N)n1,6.25
1646,OC1C(O)C(n2cnc3c2nc(Cl)nc3NCC2CC2)C2CC12,8.05
1647,O=C(COc1ccc(Cl)cc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,5.49
1648,CCCCCNC(=O)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,7.210000000000001
1649,c1ccc(Sc2nc3c(nc[nH]3)c(NC3CCCCC3)n2)cc1,6.87
1650,OC1C(CCl)OC(n2cnc3c2ncnc3NC(C2CCC2)C2CCC2)C1O,4.78
1651,CNC(=O)C12CC1C(n1cnc3c(NC)nc(C#Cc4nccs4)nc31)C(O)C2O,8.68
1652,CCn1c(=O)c2c([nH]c(-c3cn(Cc4cccc(F)c4)nc3)n2)n(C)c1=O,6.55
1653,CCCCn1c(=O)c2c(ncn2C2C(O)C(O)C3(CO)CC23)n(CCCC)c1=O,5.36
1654,Nc1c2ncn(C3OC(CO)C(O)C3O)c2nc(SCc2ccccc2)n1,6.92
1655,Cn1cc2c(n1)nc(NCCCCCN)n1nc(-c3ccco3)nc21,5.65
1656,CNC(=O)C12CC1C(n1cnc3c(NC)nc(C#Cc4ccc(F)s4)nc31)C(O)C2O,9.55
1657,Cc1c(C(=O)c2cnc(N)n2-c2ccc(F)cc2)sc(Nc2ccccc2)n1,6.72
1658,Nc1c2nc(-c3ccco3)sc2nc(NCc2cnccn2)n1,6.8
1659,CC1(O)C(O)C(CSc2c(F)cccc2)OC1n1cnc2c1ncnc2NC1CC2CCC1C2,5.46
1660,COc1ccc(-n2cc3c(n2)c(N)nc2c3cccc2)cc1,7.04
1661,COc1cc(Nc2nc3c(ncnc3N3CCCC3)s2)cc(OC)c1OC,5.89
1662,CC(=O)Nc1ccc(-c2c(C#N)c(N)nc(SCC(N)=O)c2C#N)cc1,6.13
1663,CC(C)(C)OC(=O)NCCNc1nc2nc(-c3ccco3)nn2c(N)n1,5.83
1664,Cn1cc2c(n1)nc(NC(=O)Nc1ccc(F)cc1)n1nc(-c3ccc(-c4ccccc4)cc3)nc21,8.39
1665,COc1c2nc(NC(=O)C(C)(C)Oc3ccc(F)cc3)sc2c(N2CCOCC2)cc1,5.3
1666,CN1CCN(c2nc(-c3cccc(O)c3)nc3c2nc[nH]3)CC1,6.3
1667,COc1cc(Nc2nc3c(ncnc3Cl)s2)cc(OC)c1OC,5.58
1668,CCCCC#Cc1nc(NOC)c2ncn(C3OC(CO)C(O)C3O)c2n1,8.55
1669,Nc1nc2c(cccc2)n2c(=O)n(-c3cc(F)ccc3)nc12,6.8
1670,CC(=O)Nc1nc2c(cccc2)c2cn(-c3ccc(C)cc3)nc12,6.91
1671,Cc1ccc(-c2nc3cn(-c4ccccc4)nc3c(O)n2)o1,6.06
1672,O=C(Nc1nc(-c2ccccc2)c(C(=O)c2ccc(Cl)cc2)s1)c1ccccc1,6.37
1673,CCCOC(=O)c1c(C)c(C(=O)OCC)c(-c2ccccc2)nc1C,6.68
1674,Cc1cc(-c2nc(NC(=O)C(C)Oc3ccccc3)n[nH]2)ccc1,5.215
1675,CCCn1c(=O)c2c([nH]c(-c3cn(Cc4cc(F)ccc4)nc3)n2)n(CCC)c1=O,7.245
1676,CN(C)c1nc2nc(-c3ccco3)nn2c(N)n1,5.14
1677,CCCn1c(=O)c2c(nc3N(CCc4ccc(OCC(=O)NCCCNC5CCCCC5)cc4)CCCn32)n(CCC)c1=O,6.34
1678,CCOC(=O)C(Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12)C(O)c1ccccc1,7.33
1679,CNC(=O)c1cn(-c2nc3c(ncn3C3OC(CO)C(O)C3O)c(NC)n2)nc1,7.14
1680,CC1(O)C(O)C(CCl)OC1n1cnc2c1ncnc2NC1CCCC1,5.17
1681,CN(C)c1nc(N)nc(-c2c(-c3ccccc3)nc(NC(=O)c3ccccc3)s2)n1,6.25
1682,CCNC(=O)C1OC(n2cnc3c2ncnc3NC(=O)Nc2ccc(S(=O)(=O)NC(C)(C)C)cc2)C(O)C1O,7.7
1683,CC(C)Cn1c(=O)[nH]c2c(nc(-c3cn(Cc4cc(F)ccc4)nc3)[nH]2)c1=O,5.8
1684,CCNC(=O)C1OC(n2cnc3c2ncnc3NC(=O)Nc2ccc(S(=O)(=O)N(CC)CC)cc2)C(O)C1O,8.05
1685,CCn1cc2c(n1)nc(NC(=O)Nc1ccc3COCc3c1)n1nc(-c3ccco3)nc21,6.57
1686,O=C(Cc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.956666666666666
1687,CCCC(=O)Nc1nc(-c2ccc(OC)cc2OC)nc(-c2ccc(OC)cc2OC)c1,7.99
1688,Cn1cc2c(n1)nc(NC1CCCCCC1)n1nc(-c3ccco3)nc21,7.81
1689,Cc1ccc(-c2nc3cn(-c4ccccc4)nc3c(N)n2)o1,6.83
1690,CCOC(=O)c1nn2c(n1)c(O)nc1c2ccc(N)c1,6.45
1691,O=C(Nc1nc2c(cccc2)c2cn(-c3ccccc3)nc12)c1ncccn1,6.03
1692,CC(C)CCNC(=O)C1SC(n2cnc3c2nc(Cl)nc3NCc2cccc(I)c2)C(O)C1O,7.38
1693,CCOC(=O)c1c(NC(=O)c2c(C)nc(Nc3ccc(C)cc3)s2)sc2c1CCCC2,5.08
1694,Cc1ccccc1CNc1nc(Cl)nc2c1ncn2C1OC(C(=O)N2CCOCC2)C(O)C1O,5.12
1695,c1ccc(CNc2nc(NC3CCCCC3)c3[nH]cnc3n2)cc1,6.04
1696,CCn1c(=O)c2c([nH]c(-c3cn(Cc4cccc(C(F)(F)F)c4)nc3)n2)n(C)c1=O,6.58
1697,Cc1ccc(CN2CCC(NC(=O)Nc3nc4nn(C)cc4c4nc(-c5ccco5)nn34)CC2)cc1,7.86
1698,OC1C(O)C(n2cnc3c2nc(C#Cc2ccc(F)c(F)c2)nc3NCC(c2ccccc2)c2ccccc2)C2CC12,6.47
1699,Cn1cc2c(n1)nc(N=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)cc1)n1nc(-c3ccco3)nc21,7.15
1700,CCC(=O)N1Cc2nc(-c3ccccc3)nn2-c2c1ccc(Cl)c2,7.14
1701,Cc1nc(O)c2nc(-c3cccs3)sc2n1,6.61
1702,Cn1cc2c(n1)nc(NC(=O)Nc1cccc[n+]1[O-])n1nc(-c3ccco3)nc21,8.46
1703,CCC1CN2C(=O)N(Cc3ccccc3)c3c(nc(-c4cc(OC)nn4C)[nH]3)C2=N1,8.41
1704,O=c1n(-c2ccc(Cl)cc2)nc2c(NC3CCCCC3)nc3c(cccc3)n12,7.25
1705,C=C(OCC)c1cnc(NC(=O)NC2CCCCC2)n2nc(-c3ccco3)nc12,5.6
1706,CCNC(=O)C1OC(n2cnc3c2ncnc3Nc2ccc(OCC(=O)Nc3ccc(C(C)(C)C)cc3)cc2)C(O)C1O,7.4
1707,CNC(=O)C12CC1C(n1cnc3c1nc(C#CCCC(=O)NCCNCCN)nc3NCc1cc(Cl)ccc1)C(O)C2O,7.81
1708,CCOc1c2oc(=O)c(-c3cc(OC)c(OC)c(OC)c3)cc2ccc1,5.04
1709,Cc1ccc(C(=O)c2c(-c3ccccc3)nc(NC(=O)c3ccco3)s2)cc1,7.38
1710,CCCCn1cc2c(n1)nc(N)n1nc(-c3ccco3)nc21,6.22
1711,OC1C(O)C(n2cnc3c2nc(Cl)nc3NC(c2ccccc2)C2CC2)C2CC12,5.88
1712,Cn1cc2c(n1)nc(NC(=O)Cc1ccccc1)n1nc(-c3ccc([N+](=O)[O-])cc3)nc21,9.21
1713,COc1ccc(-n2c(-c3c(-c4ccccc4)nc(NC(=O)c4ccccc4)s3)nc3c(cccc3)c2=O)cc1,8.09
1714,CCCn1c(=O)c2c(cc(-c3ccc(COC(=O)Nc4ccc(F)cc4)cc3)[nH]2)n(CCC)c1=O,7.15
1715,Oc1nc2c(cccc2)c2cn(-c3ccc(C(F)(F)F)cc3)nc12,6.32
1716,CC(=O)Nc1nc(-c2cccc(F)c2)c(-c2ccncc2)cc1,6.33
1717,O=C(Cc1cc(Cl)ccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,6.56
1718,CNC(=O)C1OC(n2cnc3c(NC)ncnc32)C(O)C1O,8.32
1719,Cc1cccc(-n2nc3c(N)nc4c(cccc4)n3c2=O)c1,7.54
1720,Cn1cc2c(n1)nc(NCc1ccc(-c3ccccc3)cc1)n1nc(-c3ccco3)nc21,6.73
1721,Cn1c(=O)c2c(nc3N(C45CC6CC(CC(C6)C4)C5)CCCn32)n(C)c1=O,5.89
1722,Cc1ccc(S(=O)(=O)n2cc(CCOc3nc4c(ncn4C4OC(CO)C(O)C4O)c(N=C(N)N)n3)c3c2cccc3)cc1,6.34
1723,COC(=O)N1Cc2nc(-c3ccccc3)nn2-c2c1ccc(C)c2,7.5
1724,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1cc([N+](=O)[O-])ccc1,5.31
1725,Cn1c(=O)n(CC2CC2)c(=O)c2c1nc(-c1cn(Cc3cccc(C(F)(F)F)c3)nc1)[nH]2,6.8
1726,COc1ccc(NC(=O)Nc2nc(-c3ccccc3)nc3nn(C)cc23)cc1,6.45
1727,CC(=O)Nc1cc(-c2ccc(C)cc2)nc(-c2ccc(C)cc2)n1,8.36
1728,CCNC(=O)C1OC(n2cnc3c2nc(NCCc2ccc(CCC(=O)NC(CC(=O)O)C(=O)O)cc2)nc3N)C(O)C1O,5.97
1729,CC(C)CCn1cc2c(n1)nc(NC(=O)Cc1cccc3ccccc13)n1nc(-c3ccco3)nc21,6.67
1730,CCCCCCSc1nc(N)c2ncn(C3OC(CO)C(O)C3O)c2n1,5.63
1731,O=C(Nc1cccc(Cl)c1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,6.545
1732,O=C(Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1)C1CCCC1,6.77
1733,CNc1c2ncn(C3OC(CO)C(O)C3O)c2nc(-n2cc(C(=O)NCc3ccc(Cl)cc3)cn2)n1,6.8
1734,CCNc1c2ncn(C3C(O)C(O)C4(C(=O)NC)CC34)c2nc(-n2cc(-c3ccc(Cl)s3)nn2)n1,8.92
1735,CNC(=O)C12CC1C(n1cnc3c1nc(C#Cc1ccc(Cl)s1)nc3NCC1CCC1)C(O)C2O,7.82
1736,CCn1cc2c(n1)nc(NC(=O)Nc1cc(Cl)ccc1)n1nc(-c3ccco3)nc21,8.08
1737,O=c1n(-c2ccccc2)nc2c(NC3CCCC3)nc3c(cccn3)n12,8.08
1738,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1ccc(Cl)cc1,5.45
1739,O=C(Nc1ccccc1)Nc1ncc(C(=O)NCCc2ccccc2)c2nc(-c3ccco3)nn12,5.87
1740,CNc1ncc(C(=O)OCc2cc(F)ccc2)c2nc(-c3ccco3)nn12,8.47
1741,N#Cc1c(N)nc(SCc2cc(C(=O)O)ccc2)c(C#N)c1-c1ccco1,6.21
1742,CCCOC(=O)c1c(CCSC(C)=O)c(C(=O)SCC)c(CC)[n+](C)c1-c1ccccc1,6.27
1743,Oc1nc(-c2cccs2)nc2cn(-c3ccccc3)nc12,6.38
1744,C=CC1OC(n2cnc3c(NOC)nc(Cl)nc32)C(O)C1O,7.7
1745,O=c1[nH]c(-c2ccccc2)cn2c(=O)n(-c3ccccc3O)nc12,4.67
1746,CC(C)CCn1cc2c(n1)nc(N)n1nc(-c3ccco3)nc21,6.155
1747,OCC1OC(n2cnc3c2ncnc3NCc2cccs2)C(O)C1O,7.22
1748,CCNc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,7.35
1749,OC1C(O)C(n2cnc3c2nc(C#Cc2c(Cl)cccc2)nc3NCc2cccc(Cl)c2)C2CC12,7.16
1750,Clc1c2nc(Nc3ccccc3)sc2ncn1,5.43
1751,CCCCC#Cc1nc(NCc2cc(I)ccc2)c2ncn(C3C(O)C(O)C4CC43)c2n1,7.92
1752,COc1ccc(-n2nc3c(NC(=O)C(c4ccccc4)c4ccccc4)nc4c(cccc4[N+](=O)[O-])n3c2=O)cc1,9.1
1753,Nc1nc(-c2ccccc2)cn2c(=O)n(-c3ccc(O)cc3)nc12,6.37
1754,COc1cc2nc3c(c(=O)n(CC4CCC4)c(=O)n3Cc3ccccc3)n2cc1,8.585
1755,CCOC(=O)c1nn2c(n1)c(O)nc1c2cc(N)cc1,7.6
1756,CONc1c2ncn(C3OC(CO)C(O)C3O)c2nc(C#Cc2ccncc2)n1,8.22
1757,CCOC(=O)c1ccc(CNC(=O)c2cn(-c3nc4c(ncn4C4OC(CO)C(O)C4O)c(NC4CCCO4)n3)nc2)cc1,7.04
1758,CN1CCN(c2nc(-c3cccc(Cl)c3)nc3c2nc[nH]3)CC1,7.0
1759,CC(=O)Nc1cc(-c2ccco2)nc(-c2ccco2)n1,8.52
1760,CCOC(=O)c1nc(N)nc2nn(C)cc12,6.05
1761,O=C(Nc1ccccc1)Nc1nc(Oc2ccccc2)nc2nc(-c3ccco3)nn12,6.2
1762,CCN(CC)c1nc2c(cccc2)c(NC(=O)Nc2ccccc2)n1,6.75
1763,Cc1ccc(-n2cc3nc(C)nc(O)c3n2)cc1,7.67
1764,Cn1cc2c(n1)nc(NC(CO)CO)n1nc(-c3ccco3)nc21,6.27
1765,CN1CCN(c2nc3nn(C)cc3c3nc(-c4ccco4)nn23)CC1,5.88
1766,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1cocc1,5.79
1767,CCNC(=O)C1OC(n2cnc3c2ncnc3NC(=O)Nc2ccc(S(=O)(=O)N(C)C)cc2)C(O)C1O,7.92
1768,CCCn1c(=O)c2c(nc3N(CCc4ccc(OCC(=O)NCc5ccc(Cl)cc5)cc4)CCCn32)n(CCC)c1=O,5.96
1769,Nc1nc(OCCc2c[nH]cc2)nc2c1ncn2C1OC(CO)C(O)C1O,6.98
1770,CNC(=O)C1OC(n2cnc3c2ncnc3NCc2c(OC)ccc(Cl)c2)C(O)C1N,7.82
1771,CC(=O)Nc1nc(-c2ccc(C)cc2)cc(-c2ccc(C)cc2)n1,7.33
1772,CCCn1c(=O)[nH]c2c(nc(-c3ccc(S(=O)(=O)N4CCN(c5cccc(Cl)c5)CC4)cc3)[nH]2)c1=O,7.27
1773,CSc1nc2nc(-c3ccco3)nn2c(NC(=O)Cc2ccccc2)n1,5.38
1774,CCCCNc1nc(N)c2nc(-c3ccco3)sc2n1,7.64
1775,O=S(=O)(O)c1ccc(CCNc2nc(C#Cc3ccccc3)nc3c2ncn3C2C(O)C(O)C3CC32)cc1,7.52
1776,C=CCN1C(=O)N2CC(CC)N=C2c2c1[nH]c(-c1cc(OC)no1)n2,8.71
1777,CCCCc1nc2c(nc[nH]2)c2nc(-c3ccc(OCCC)cc3)nn12,9.29
1778,Nc1c2nc(Br)n(C3CCC3)c2ncn1,5.21
1779,C=CCN1C(=O)N2CC(C)N=C2c2c1[nH]c(-c1cc(C)nn1C)n2,7.861666666666667
1780,CCNC(=O)C1OC(n2cnc3c2nc(-n2cc(Cc4ccccc4)nn2)nc3NC)C(O)C1O,8.55
1781,OCC1OC(n2cnc3c2ncnc3NC2CCOC2)C(O)C1O,4.59
1782,Nc1nc(N2CCN(C(=O)Cc3ccc(Br)cc3)CC2)nc2nc(-c3ccco3)nn12,5.51
1783,CNC(=O)C1OC(n2cnc3c2ncnc3Nc2ccc(CCNC(=O)c3ccc4c(c3)C(C)(C)N([O])C4(C)C)cc2)C(O)C1O,7.6
1784,O=C(Nc1nc2ccccc2n2c(=O)c(-c3ccccc3)nn12)c1ccccc1,7.0
1785,N#Cc1c(-c2ccc(O)cc2)c(C#N)c(SCc2ncc[nH]2)nc1N,6.27
1786,COc1c(OC)cc(-c2cc(NC(C)=O)nc(-c3ccc(OC)c(OC)c3)c2)cc1,8.1
1787,Cc1c(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)ccs1,8.46
1788,Cc1cn2c(=O)n(-c3ccccc3)nc2c(N)n1,5.36
1789,CNc1c2ncn(C3OC(CO)C(O)C3O)c2nc(-c2cn(Cc3ccccc3)nc2)n1,7.01
1790,CNC(=O)C1OC(n2cnc3c2ncnc3Nc2ccc(CCNC(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)cc2)C(O)C1O,7.35
1791,c1ccc(Oc2nc(NC3CCCCC3)c3nc[nH]c3n2)cc1,7.33
1792,OCC1OC(n2cnc3c2ncnc3NCc2cnccc2)C(O)C1O,8.35
1793,CCn1c(=O)c2c(nc3cc(OC)ccn32)n(Cc2ccccc2)c1=O,7.984999999999999
1794,COc1ccc(NC(=O)Nc2nc3cn(CCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1,7.92
1795,Cn1cc2c(n1)nc(NC(=O)NC1CCN(C(=O)NCCCc3ccccc3)CC1)n1nc(-c3ccco3)nc21,7.84
1796,CCCn1c(=O)c2c([nH]c(-c3ccccc3)n2)n(CC2CCCO2)c1=O,6.87
1797,CC(=O)Oc1c(OC(C)=O)cc(-c2cc3c(oc2=O)c(OC(C)=O)c(OC(C)=O)cc3)cc1,4.63
1798,CC(C)Cn1c(=O)c2c(nc3ccccn32)n(Cc2ccccc2)c1=O,8.2
1799,COc1ccc(-n2nc3c(N)nc4c(cccn4)n3c2=O)cc1,6.8
1800,CCOC(O)=C1C(C)=NC(C2CCC2)=C(C(=O)OCc2ccccc2)C1C#Cc1ccccc1,7.65
1801,CCOC(=O)C12CC1C(n1cnc3c1nc(Cl)nc3NCc1cc(Cl)ccc1OC)C(O)C2O,6.71
1802,Nc1c2nc(-c3ccco3)sc2nc(NCc2cccs2)n1,8.19
1803,Cc1nc(O)c2nc(-c3ccccc3)sc2n1,7.07
1804,O=C(NCc1ccc(Cl)cc1)c1cn(-c2nc3c(ncn3C3OC(CO)C(O)C3O)c(NC3CCCO3)n2)nc1,8.4
1805,CCOC(=O)c1cnc(N2CCCCC2)n2nc(-c3ccco3)nc12,5.75
1806,CNc1ncnc2c1ncn2C1SC(C(=O)NC2CC2)C(O)C1O,8.67
1807,Cc1ccc(-c2cc(C(=O)NCc3ccc[nH]3)nc(N)n2)o1,5.04
1808,CCCNc1c2ncn(C3OC(CO)C(O)C3O)c2nc(-c2cn(Cc3ccccc3)nc2)n1,6.83
1809,Nc1ccc(-n2nc3c(N)nc(-c4ccccc4)cn3c2=O)cc1,6.19
1810,CC(C)NC(=O)N1CCC(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)CC1,8.01
1811,Nc1nc(-c2ccc(NC(=O)CCN3CCOCC3)cc2)cn2c(=O)n(-c3ccccc3)nc12,5.99
1812,Nc1c2ncn(C3OC(CO)C(O)C3O)c2nc(N=NNC(=O)Oc2ccccc2)n1,6.24
1813,CNc1ncnc2c1ncn2C1SC(C(=O)NC2CCCC2)C(O)C1O,9.01
1814,CCCn1c(=O)c2c([nH]c(-c3cn(Cc4noc(-c5cccc(C(F)(F)F)c5)n4)nc3)n2)n(CCC)c1=O,5.75
1815,Nc1c2ncn(C3OC(CO)C(O)C3O)c2ncn1,6.26
1816,Nc1nc(OCCc2cscc2)nc2c1ncn2C1OC(CO)C(O)C1O,7.0
1817,CCCCn1cc2c(n1)nc(NC(=O)Nc1cc(Cl)ccc1)n1nc(-c3ccco3)nc21,8.22
1818,Cn1c(=O)c2c(nc3N(C4CCCCCCC4)CCCCn32)n(C)c1=O,5.78
1819,CCCCn1c(=O)c2c(ncn2C2C(O)C(O)C3(C(=O)NC)CC23)n(CCCC)c1=O,5.73
1820,NC(=O)c1cc(Cn2nnc3c2nc(N)nc3-c2ccco2)ccc1,5.59
1821,COc1cc2nc3c(c(=O)n(CC4CC4)c(=O)n3Cc3cc(Cl)ccc3)n2cc1,8.305
1822,O=c1n(-c2ccccc2)nc2c(OCc3ccccc3)nc3c(cccc3)n12,7.68
1823,Cc1cc(-n2cc3c(n2)c(NC(=O)c2ccccc2)nc2c3cccc2)ccc1,8.37
1824,CNc1ncc(C(=O)OCc2ccc(F)cc2)c2nc(-c3ccco3)nn12,8.28
1825,O=c1n(-c2ccccc2)nc2c(NC3CCCCC3)nc3c(cccc3[N+](=O)[O-])n12,6.55
1826,Cc1ccc(Nc2nc3c(ncnc3N3CCCC3)s2)cc1,6.25
1827,Cn1c(-c2ccc(O)cc2)nc2c1ncnc2NC1CCCC1,6.28
1828,O=C(Nc1nc2c(cccc2)c2cn(-c3ccccc3)nc12)c1cnccc1,7.98
1829,COc1ccc(-n2cc3nc(-c4cccs4)nc(N)c3n2)cc1,7.11
1830,CCn1cc2c(n1)N=C(NC(=O)Nc1ccc(F)cc1)N1NC(c3ccco3)=NC21,9.07
1831,CC(C)(C)c1cc2nc3c(c(=O)[nH]c(=O)n3Cc3ccccc3)n2cc1,6.26
1832,CC(C)(C)Cn1cc2c(Cl)nc(NC(=O)c3ccccc3)nc2n1,4.52
1833,CCNC(=O)C1OC(n2cnc3c(N)nc(NCCN4CCN(c5ccc(F)c(Cl)c5)CC4)nc32)C(O)C1O,5.81
1834,Cn1cc2c(n1)nc(NC(=O)NC1CCN(Cc3ccccc3)CC1)n1nc(-c3ccco3)nc21,7.52
1835,O=C(Nc1ccc(F)cc1)Nc1ccc(Nc2nc(-c3ccccc3)nc3c2nnn3Cc2ccccc2)cc1,7.04
1836,NCCNC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,5.4
1837,C#CCN1CCC(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)CC1,7.6
1838,CCCn1c(=O)c2c([nH]c(-c3cn(Cc4nc(-c5ccc(OC)cc5)no4)nc3)n2)n(CCC)c1=O,5.82
1839,COc1ccc(NC(=O)Nc2nc3nn(CCCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1,6.800000000000001
1840,CCn1cc2c(n1)nc(N)n1nc(-c3ccc(Cl)cc3)nc21,7.16
1841,CCCn1c(=O)c2c(nc3cc(OC)ccn32)n(CCOC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,6.7
1842,CCn1nnc(C2OC(n3cnc4c3ncnc4NCc3cccc(Cl)c3)C(O)C2O)n1,9.41
1843,c1ccc(C2CCN(Nc3nc4c(nc[nH]4)c(NC4CCCCC4)n3)CC2)cc1,5.8
1844,CC(C)C(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,6.57
1845,CNC(=O)C1OC(n2cnc3c2nc(C#Cc2ccc(F)cc2)nc3NOC)C(O)C1O,8.72
1846,CCCn1c(-c2ccccc2)nc2c1ncnc2N,5.03
1847,Cc1c(CNc2ncnc3c2ncn3C2OC(CO)C(O)C2O)cccc1,7.33
1848,CCNC(=O)C1OC(n2cnc3c2ncnc3NC(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)C(O)C1O,7.7
1849,COC(=O)C1OC(n2cnc3c2nc(Cl)nc3NCc2cccc(I)c2)C(O)C1O,7.91
1850,CCc1ccc(-n2cc3c(O)nc4c(cccc4)c3n2)cc1,6.8
1851,Cc1ccc(-c2nc(-c3ccccc3)c3[nH]cnc3n2)cc1,8.03
1852,Cn1cc2c(n1)nc(NC(=O)Nc1ccccc1)n1nc(-c3ccco3)nc21,8.756
1853,CCn1nnc(C2OC(n3cnc4c3nc(NC(CO)Cc3ccc(O)cc3)nc4N)C(O)C2O)n1,6.85
1854,CCCCC#Cc1nc(NCc2cc(Cl)ccc2)c2ncn(C3C(O)C(O)C4CC43)c2n1,8.11
1855,CCCn1c(=O)c2c([nH]c(C3CC4CC3C3OC43)n2)n(CCC)c1=O,5.32
1856,CCn1nnc(C2OC(n3cnc4c3ncnc4NCc3ccc(Cl)cc3F)C(O)C2O)n1,8.33
1857,Oc1ncnc2cn(-c3ccccc3)nc12,6.4350000000000005
1858,CCCn1c(=O)c2c([nH]c3nc(C)c(C)n32)n(Cc2ccccc2)c1=O,7.44
1859,Cn1c(=O)n(CCCc2ccccc2)c(=O)c2c1nc[nH]2,5.06
1860,CCn1c(=O)n(CC2CC2)c(=O)c2c1nc(-c1cn(-c3cnc(C(F)(F)F)cc3)nc1)[nH]2,6.4
1861,CNC(=O)C1OC(n2cnc3c2ncnc3Nc2ccc(CCNC(=O)c3cc(C(C)(C)C)cc(C(C)(C)C)c3)cc2)C(O)C1O,8.65
1862,Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccc(-c4ccco4)cc3)nn12,6.52
1863,CNc1c2ncn(C3SC(C(=O)NC4CC4)C(O)C3O)c2nc(Cl)n1,8.55
1864,CC(=O)NCC1C(CO)OC(n2cnc3c2ncnc3NCc2cc(I)ccc2)C1O,6.08
1865,OC1C(O)C(n2cnc3c2nc(Cl)nc3NC(CC2CC2)C2CC2)C2CC12,6.005
1866,Nc1nc(-c2ccco2)c2nnn(Cc3ccccc3)c2n1,6.54
1867,O=C(Nc1n[nH]c(-c2ccccc2)n1)c1ccc(Cl)cc1,6.7
1868,O=C(Nc1nc(-c2ccccc2)c(-c2nc3c(cccc3)c(=O)n2-c2ccc(Cl)cc2)s1)c1ccco1,7.32
1869,COc1ccc(-n2nc3c(NC(=O)c4ccncc4)nc4c(cccc4)n3c2=O)cc1,7.17
1870,Cc1cc(CNC(=O)C2SC(n3cnc4c3ncnc4NCc3cccc(I)c3)C(O)C2O)ccc1,7.02
1871,O=C(CCc1ccccc1)Nc1nc2c(ncn2C2OC(CO)C(O)C2O)c(NC2CCCC2)n1,5.9
1872,Cn1cc2c(n1)nc(NC1CCC1)n1nc(-c3ccco3)nc21,7.75
1873,CNC(=O)C1OC(n2cnc3c2ncnc3NCCCCc2ccccc2)C(O)C1O,8.35
1874,CCNC(=O)C1OC(n2cnc3c(N)nc(NCCN4CCN(c5ccccc5OC)CC4)nc32)C(O)C1O,5.73
1875,Oc1nc(Cc2ccccc2)nc2cn(-c3ccccc3)nc12,6.05
1876,OCC1CCCN1c1ncnc2c1nc(Nc1ccc(Cl)cc1)s2,6.03
1877,CCNC(=O)C1OC(n2cnc3c2ncnc3NC(=O)Nc2ccc(S(=O)(=O)NC34CC5CC(CC(C5)C3)C4)cc2)C(O)C1O,7.46
1878,COc1ccccc1-n1cc2nc(-c3ccc(C)o3)nc(N)c2n1,6.53
1879,CCn1nnc(C2OC(n3cnc4c(N)nc(NC(CO)Cc5ccc(Cl)cc5)nc43)C(O)C2O)n1,6.54
1880,O=C(Nc1cc(Cl)ccc1)Nc1nc(-c2ccccc2)nc2nn(Cc3ccccc3)cc12,6.92
1881,Nc1nc(-c2ccco2)c2nnn(Cc3ccco3)c2n1,6.62
1882,Nc1nc(N2CCN(C(=O)Cc3ccc(Cl)cc3)CC2)nc2nc(-c3ccco3)nn12,5.9
1883,Cn1c(-c2cccc(Cl)c2)nc2c1ncnc2NC1CCCC1,6.29
1884,c1ccc(CNc2nc3ccccc3c3nn(-c4ccccc4)cc23)cc1,6.9
1885,O=C(Nc1nc2c(cccc2)c2cn(-c3ccccc3)nc12)c1ncncc1,6.68
1886,CCCn1cc2c(n1)nc(NC(=O)Nc1ccc(C)cc1)n1nc(-c3ccco3)nc21,8.4
1887,CCC(C)C(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,6.83
