,smiles,pchembl
821,CC1(O)C(O)C(CSc2c(F)cccc2)OC1n1cnc2c1nc(Cl)nc2NC1CC2CCC1C2,5.36
822,CCc1c(Nc2nc3c([nH]cn3)c(NC3CCCCC3)n2)cccc1,5.84
823,Oc1nc2c(cccc2)n2nc(-c3cccs3)nc12,8.7
824,Cn1c(-c2ccco2)nc2c1ncnc2N,5.19
825,CCCCn1c(=O)c2c([nH]c(C34CC5CC(CC3C5)C4)n2)n(CCCC)c1=O,5.64
826,CNC(=O)C12CC1C(n1cnc3c1nc(C#CCCC(=O)NCCN)nc3NCc1cc(Cl)ccc1)C(O)C2O,8.6
827,CCC(C)n1c(Br)nc2c1ncnc2N,4.82
828,COc1ccccc1-n1nc2c(=O)[nH]c(-c3ccccc3)cn2c1=O,5.28
829,CNC(=O)C12CC1C(n1cnc3c(NC)nc(C#Cc4cccc(C(F)(F)F)c4)nc31)C(O)C2O,8.47
830,O=C(Nc1nc(-c2ccccc2)nc2cn(-c3ccccc3)nc12)c1ccccc1,7.7
831,CCCn1c(=O)c2c([nH]c(-c3cn(Cc4nc(-c5ccc(Cl)cc5)no4)nc3)n2)n(CC)c1=O,6.38
832,O=C(Nc1nc2c(cccc2)c2cn(-c3ccc(Cl)cc3)nc12)c1ccncc1,7.61
833,O=C(NCc1ccccc1)c1nn2c(n1)c(O)nc1c2cccc1,7.09
834,COc1ccc(C(=O)Nc2nc(-c3ccccc3)nc3nn(Cc4ccccc4)cc23)cc1,7.66
835,CNc1nc2nc(-c3ccco3)nn2c(NC(=O)c2ccccc2)n1,5.03
836,OCC12CC1C(n1cnc3c1cc(Cl)nc3NC1CC3CCC1C3)C(O)C2O,6.84
837,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1cc(F)ccc1,5.24
838,Cc1cc2c(c(C)c1O)c1c(cccn1)n2C,4.88
839,Cc1ccc(-c2nn3c(=O)[nH]c4c(cc(Cl)cc4)n3c2=O)cc1,7.4
840,O=C(C1SC(n2cnc3c2nc(Cl)nc3NCc2cccc(I)c2)C(O)C1O)N1CCC(O)CC1,5.82
841,CC(C)Cn1c(=O)[nH]c2c(nc(-c3cn(Cc4ccccc4)nc3)[nH]2)c1=O,5.96
842,CNC(=O)C1CC(O)C(n2cnc3c(NC)ncnc32)O1,7.23
843,Cn1cc2c(n1)nc(NC(=O)c1ccccc1)n1nc(-c3ccc(Br)cc3)nc21,8.28
844,Cc1ccc(-c2cc(C(=O)NCc3ncc[nH]3)nc(N)n2)o1,5.68
845,O=c1oc2c(cccc2O)cc1-c1ccc(Br)cc1,6.59
846,COC(=O)c1ccc(C(=O)Nc2nc3ccccc3n3c(=O)n(-c4ccc(OC)cc4)nc23)cc1,5.86
847,CNC(=O)C12CC1C(n1cnc3c1nc(C#Cc1ccccc1)nc3NC1CC1c1cccc(Br)c1)C(O)C2O,7.84
848,COc1ccc2[nH]cc(CCOc3nc4c(ncn4C4OC(CO)C(O)C4O)c(N)n3)c2c1,6.44
849,Nc1nc(-c2ccco2)c2nnn(Cc3cc(F)ccc3F)c2n1,6.35
850,CNC(=O)C12CC1C(n1cnc3c(NC)nc(C#Cc4cnccn4)nc31)C(O)C2O,8.75
851,CCCCn1c(=O)c2c(nc3N(CCc4ccc(OCC(=O)NCCCNC5CCCCC5)cc4)CCCn32)n(CCCC)c1=O,6.45
852,Cc1c2oc(=O)c(-c3cc(O)c(O)c(O)c3)cc2ccc1,4.84
853,Cc1ccc(-c2nc3cn(Cc4cccc(O)c4)nc3c(N)n2)o1,6.65
854,CCCC(=O)Nc1nc(-c2ccc(C)cc2)cc(-c2ccc(C)cc2)n1,6.88
855,Cc1nc2c(nc(-c3ccccc3)cc2-c2ccccc2)[nH]1,7.21
856,O=P(O)(OCC12CC1C(n1cnc3c(O)ncnc31)C(O)C2O)OP(=O)(O)OCC12CC1C(n1cnc3c(O)ncnc31)C(O)C2O,4.665
857,Oc1c(-c2n[nH]c(Cl)c2)nc2ccccc2n1,6.9
858,OC1C(CCl)OC(n2cnc3c2nc(Cl)nc3NC2CCOC2)C1O,5.96
859,CC(C)C(Nc1nc(Cl)nc2c1ncn2C1C(O)C(O)C2CC21)C1CC1,5.9350000000000005
860,CC1(O)C(O)C(CSc2ccccc2F)OC1n1cnc2c1ncnc2NC1CCCC1,5.84
861,Cn1cc2c(n1)nc(NC(=O)Nc1ccc(CC(=O)OCCCCNC(=O)OC(C)(C)C)cc1)n1nc(-c3ccco3)nc21,8.46
862,CCn1nnc(C2OC(n3cnc4c3nc(Cl)nc4Nc3ccc(Cl)cc3F)C(O)C2O)n1,8.33
863,CCC(Oc1ccccc1)C(=O)Nc1n[nH]c(-c2ccccc2)n1,5.72
864,CCCn1c(=O)c2c([nH]c(-c3cn(Cc4nc(-c5ccc(Cl)cc5)no4)nc3)n2)n(CCC)c1=O,6.4
865,CCCn1c(=O)c2c([nH]c(-c3ccc(OCC(=O)N(Cc4ccccc4)Cc4ccccc4)cc3)n2)n(CCC)c1=O,6.55
866,COc1ccc(C(=O)Nc2nc(-c3ccccc3)c(-c3nc4c(c(N)n3)c(C)c(C)s4)s2)cc1,5.61
867,O=C(Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1)C1CC1,6.17
868,CCCn1c(=O)c2c(nc3C=C(C)Cn32)n(Cc2ccccc2)c1=O,8.1
869,OC1CSC(n2cnc3c2nc(Cl)nc3NCc2cc(Br)ccc2)C1O,8.13
870,CCNC(=O)N=NNc1nc(N)c2ncn(C3OC(CO)C(O)C3O)c2n1,6.95
871,Cn1cc2c(n1)nc(N)n1nc(-c3ccc(F)cc3)nc21,7.5
872,CCOC(=O)c1cnc(NNc2ccccc2)n2nc(-c3ccco3)nc12,6.47
873,Cc1ccc(NC(=O)Nc2nc3nn(CC4CCCCC4)cc3c3nc(-c4ccco4)nn23)cc1,6.73
874,Cc1ccc(Nc2nc(N(C)C)c(C(=O)Nc3c(C#N)c4c(CCCC4)s3)s2)cc1,4.47
875,CNC(=O)C12CC1C(n1cnc3c(NC)nc(C#Cc4cccs4)nc31)C(O)C2O,9.24
876,Cn1cc2c(n1)nc(NC(=O)Nc1ccccc1)n1nc(-c3ccc(C(F)(F)F)cc3)nc21,8.46
877,O=C(Cc1ccccc1)Nc1nc(-c2ccccc2)nc2cn(Cc3ccccc3)nc12,6.7
878,Nc1nc2c(ncn2C(=O)NCc2ccccc2)c(-c2ccco2)n1,5.83
879,CCn1nnc(C2OC(n3cnc4c3nc(Cl)nc4NCc3cccs3)C(O)C2O)n1,8.8
880,CCCC(=O)Nc1cc(-c2ccc(C)cc2)nc(-c2ccc(C)cc2)n1,7.23
881,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1c(F)cccc1,5.28
882,OCc1cn(-c2nc3c(ncn3C3OC(CO)C(O)C3O)c(Nc3ccc(C(F)(F)F)cc3)n2)nc1,7.82
883,CCOC(=O)CN1CCC(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)CC1,7.91
884,OC1C(O)C(n2cnc3c2nc(C#Cc2ccc(Cl)s2)nc3NCCc2cc(Cl)ccc2)C2CC12,7.23
885,CCC(=O)Nc1cc(-c2cccs2)nc(-c2cccs2)n1,7.66
886,Cc1ccc(-c2cc3c(oc2=O)c(C)ccc3)cc1,4.78
887,CCNC(=O)C1OC(n2cnc3c2nc(C#CC2(O)CCCC2)nc3NCC)C(O)C1O,8.69
888,Clc1ccc(Nc2nc3c(ncnc3Cl)s2)cc1,5.31
889,CCCn1c(=O)c2c([nH]c3nc(C4CC4)cn32)n(Cc2ccccc2)c1=O,7.64
890,CNC(=O)C12CC1C(n1cnc3c1nc(Cl)nc3NCc1cc(C#CCCCC(=O)O)ccc1)C(O)C2O,7.77
891,Cc1cccc2c1nc(-c1nc3c(cccc3)nc1)[nH]2,7.58
892,Nc1nc(-c2ccco2)c2nnn(Cc3ccc(N)c(F)c3)c2n1,5.97
893,Cc1cc(Cn2nnc3c2nc(N)nc3-c2ccco2)ccc1N,5.9
894,COc1cc(-c2cc(NC(C)=O)nc(-c3cc(OC)c(OC)c(OC)c3)c2)cc(OC)c1OC,6.93
895,Cn1cc2c(n1)nc(NC1CCCCCCC1)n1nc(-c3ccco3)nc21,7.81
896,OC1C(O)C(n2cnc3c2nc(C#Cc2ccccc2)nc3NCC(c2ccccc2)c2ccccc2)C2CC12,6.7
897,CONc1nc([N+](=O)[O-])nc2c1ncn2C1OC(CO)C(O)C1O,7.45
898,CCNC(=O)C1OC(n2cnc3c(N)nc(NCCN4CCN(c5cccc(Cl)c5)CC4)nc32)C(O)C1O,5.93
899,O=c1n(-c2ccccc2)nc2c(NC3CCCC3)nc3c(cccc3[N+](=O)[O-])n12,6.94
900,CC1(C)NC(C)(C)c2c1ccc(NC1N=CNc3c1ncn3C1OC(CO)C(O)C1O)c2,6.55
901,CC(=O)Nc1cc(-c2ccc(OC(F)(F)F)cc2)nc(-c2ccc(OC(F)(F)F)cc2)n1,6.41
902,CNc1c2ncn(C3SC(C(=O)NCc4cc(F)ccc4)C(O)C3O)c2nc(Cl)n1,7.76
903,CCNC(=O)C1OC(n2cnc3c(NCC)nc(C#CC4=CCCCC4)nc32)C(O)C1O,8.42
904,CCCn1cc2c(n1)nc(NC(=O)Nc1ccc3COCc3c1)n1nc(-c3ccco3)nc21,6.52
905,CCCn1c(=O)c2c([nH]c3nc(C(C)(C)C)cn32)n(Cc2ccccc2)c1=O,7.0
906,Nc1nc(-c2ccco2)c2nnn(Cc3cccc(F)c3F)c2n1,6.21
907,O=C(Nc1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12)c1ccccc1,8.83
908,C#CCn1c(=O)c2c(nc[nH]2)n(C)c1=O,4.96
909,CNC(=O)C12CC1C(n1cnc3c1nc(C#Cc1cccc(Cl)c1)nc3NCc1cccc(Cl)c1)C(O)C2O,8.35
910,O=C(NCc1ccccc1)c1cn(-c2nc3c(ncn3C3OC(CO)C(O)C3O)c(NC3CCCO3)n2)nc1,7.27
911,CCOC(=O)c1cnc(NCCNC(=O)OC(C)(C)C)n2nc(-c3ccco3)nc12,6.89
912,COc1cc2nc3c(c(=O)n(CC4CC4)c(=O)n3Cc3ccccc3)n2cc1,9.0
913,CNC(=O)C1OC(n2cnc3c2ncnc3NCc2cccc(I)c2)C(O)C1O,9.178636363636365
914,Cn1cc2c(n1)nc(NC(=O)Nc1ccccc1)n1nc(-c3ccc(-c4ccccc4)cc3)nc21,8.23
915,COc1ccc(-c2nn3c(NC(=O)Cc4ccccc4)nc4nn(C)cc4c3n2)cc1,9.62
916,CCCOc1ccc(-c2cn(-c3nc4c(ncn4C4OC(CO)C(O)C4O)c(NC)n3)nn2)cc1,7.6
917,COc1ccc(C(=O)Nc2nc(-c3ccccc3)c(C(=O)c3ccccn3)s2)cc1,6.7
918,Oc1nc2c(cccc2)c2cc(-c3ccco3)nn12,7.1
919,CNC(=O)C1OC(n2cnc3c2nc(Cl)nc3NCc2cccc(I)c2)C(OC(C)=O)C1OC(C)=O,6.04
920,CCCn1c(=O)c2c(nc3N(CCc4ccccc4)CCCn32)n(CCC)c1=O,4.87
921,CCNC(=O)C1OC(n2cnc3c(NCC)nc(C#CC(O)C4CCCCC4)nc32)C(O)C1O,8.88
922,O=C(NCC1CC1)C1OC(n2cnc3c2nc(Cl)nc3NCc2cc(I)ccc2)C(O)C1O,8.44
923,CCCn1c(=O)c2c([nH]c3nc(CC)c(C)n32)n(Cc2ccccc2)c1=O,7.22
924,COc1ccc(C(=O)c2c(-c3ccccc3)nc(NC(=O)c3ccccc3)s2)cc1,6.0
925,COc1cc2nc3c(c(=O)[nH]c(=O)n3Cc3ccccc3)n2cc1,6.93
926,Cn1cnc2c1nc(Nc1ccccc1)nc2NC1CCCCCC1,6.02
927,CCOC(=O)C1=C(c2ccc(C)cc2)N=C(C)C(=C(O)OCC)C1C=Cc1ccccc1,5.04
928,COc1ccc(CC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)cc1,9.02
929,CNC(=O)C12CC1C(n1cnc3c1nc(Cl)nc3NCc1cc(Br)ccc1)C(O)C2O,9.42
930,C#CCOc1cccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)c1,7.17
931,CNC(=O)C1SC(n2cnc3c2nc(Cl)nc3NCc2ccccc2C)C(O)C1O,8.66
932,CNC(=O)C12CC1C(n1cnc3c1nc(C#Cc1ccccc1Cl)nc3NC)C(O)C2O,9.24
933,CCCn1c(=O)c2c([nH]c(-c3ccc(S(=O)(=O)Oc4cc([N+](=O)[O-])ccc4)cc3)n2)n(CCC)c1=O,5.37
934,COC(=O)C1=C(C)N=C(C)C(=C(O)OC)C1c1c([N+](=O)[O-])cccc1,5.08
935,C#CCn1c(=O)c2c([nH]c3nc(C)cn32)n(Cc2ccccc2)c1=O,7.82
936,CNC(=O)C12CC1C(n1cnc3c(NC)nc(C#Cc4cc(C)c(C)o4)nc31)C(O)C2O,8.84
937,O=C(Nc1nn(-c2ccccc2)c(=O)c2c1cccc2)c1ccccc1,5.96
938,Nc1nc(OCCc2ccccc2F)nc2c1ncn2C1OC(CO)C(O)C1O,7.11
939,COc1ccc(OC)c(NC(=O)Nc2nn(-c3ccccc3)c(=O)c3ccccc23)c1,9.11
940,CCCCn1c(=O)[nH]c2c(nc[nH]2)c1=O,8.34
941,O=C(C1SC(n2cnc3c2nc(Cl)nc3NC2CC2)C(O)C1O)N1CCOCC1,5.35
942,COc1ccccc1CNc1nc(N)c2nc(-c3ccc(C)o3)sc2n1,6.85
943,COc1cc2nc3c(c(=O)n(CC4CC4)c(=O)n3Cc3ccc(C)cc3)n2cc1,8.9
944,Cn1cc2c(n1)nc(NC(=O)Nc1ccccc1)n1nc(-c3ccc(Br)cc3)nc21,8.6
945,CCOC(=O)c1c(NC(=O)c2c(-c3ccc(C)cc3)nc(Nc3ccc(OC)cc3)s2)sc2c1CCCC2,6.28
946,Cc1ccc(-c2nc(NC(=O)C3CC3)cnc2-c2ccncc2)o1,6.43
947,O=C(CCc1ccccc1)Nc1n[nH]c(-c2ccccc2)n1,5.08
948,O=c1[nH]c2c(nc[nH]2)c(=O)n1C1CCCC1,6.19
949,Cn1cc2c(n1)nc(N=C(Nc1cccc(Cl)c1)Nc1cc(Cl)ccc1)n1nc(-c3ccco3)nc21,7.05
950,O=C(O)c1cnc(NC2CC2)n2nc(-c3ccco3)nc12,6.78
951,CCCn1cc2nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc3c2c1,8.0
952,CNC(=O)C1[Se]C(n2cnc3c2nc(Cl)nc3NC2CC2)C(O)C1O,8.72
953,Cn1cc2c(n1)nc(NC(=O)Nc1ccccc1Cl)n1nc(-c3ccco3)nc21,8.04
954,Cn1cc2c(n1)nc(NC(=O)Nc1ccc(Br)cc1)n1nc(-c3ccco3)nc21,8.34
955,N#Cc1cccc(-c2c(-n3cncn3)sc(Nc3cnccn3)n2)c1,7.8
956,C=CCN1C(=O)N2CC(CC)N=C2c2c1[nH]c(-c1cc(C)nn1C)n2,8.52
957,CNC(=O)C12CC1C(n1cnc3c(NOC)nc(Cl)nc31)C(O)C2O,6.83
958,CCn1nnc(C2OC(n3cnc4c(N)nc(NC(CO)Cc5ccc(OC)cc5)nc43)C(O)C2O)n1,6.89
959,CCCn1c(=O)c2c([nH]c(C34CC5CC(C3)C(C5)C4)n2)n(CCC)c1=O,5.36
960,CCCn1c(=O)c2c([nH]c(-c3cn(Cc4cc(C(F)(F)F)ccc4)nc3)n2)n(CCC)c1=O,6.835
961,OC1CSC(n2cnc3c2ncnc3NCc2cc(I)ccc2)C1O,8.71
962,CCCn1c(=O)c2c(c(O)c(-c3ccc(OCC(=O)Nc4ccc(Br)cc4)cc3)[nH]2)n(CCC)c1=O,5.89
963,CONc1c2ncn(C3OC(CO)C(O)C3O)c2nc(C#Cc2ccc(F)cc2)n1,8.36
964,O=C(O)c1cnc(NCc2ccc(F)cc2)n2nc(-c3ccco3)nc12,4.85
965,C#CCn1c(=O)c2c(nc3ccccn32)n(Cc2ccccc2)c1=O,7.85
966,Nc1c2nc(-c3ccco3)sc2nc(-c2cccc(O)c2)n1,7.8
967,Cn1cc2c(n1)nc(NC(=O)Nc1ccc(F)cc1)n1nc(-c3ccc(C(F)(F)F)cc3)nc21,8.72
968,CN(C)C(=O)C1SC(n2cnc3c2nc(Cl)nc3NC2CC2)C(O)C1O,6.96
969,CCCCn1cc2c(n1)nc(NC(=O)Nc1ccc([N+](=O)[O-])cc1)n1nc(-c3ccco3)nc21,8.26
970,COc1cccc(CNc2nc3c(nc(C)s3)c(N)n2)c1,6.18
971,CNc1nc2nc(-c3ccco3)nn2c(NC2CCCCC2)n1,6.04
972,c1ccc(-c2nc3c(nc(C4CCCCC4)[nH]3)c(-c3ccccc3)n2)cc1,6.7
973,CCn1c(=O)c2c([nH]c(-c3ccc(OCC(=O)Nc4ccc(C#N)cc4)cc3)n2)n(CCCOC)c1=O,6.4
974,CNC(=O)C12CC1C(n1cnc3c1nc(C#Cc1ccccn1)nc3NC)C(O)C2O,9.0
975,COc1nc(NCCCN2CCOCC2)nc(OC)c1NC(=O)c1ccc(Oc2c(C)cc3CCC(C)(C)c3c2)o1,6.2
976,Cc1c(C(=O)c2cnc(N)n2-c2ccc(Cl)cc2)sc(Nc2ccccc2)n1,6.1
977,CNc1c2ncn(C3SC(C(=O)NCCC(c4ccccc4)c4ccccc4)C(O)C3O)c2nc(Cl)n1,6.38
978,CCCCn1cc2c(n1)nc(NC(=O)Cc1cccc3ccccc13)n1nc(-c3ccco3)nc21,7.0
979,Cc1ccccc1CNc1nc(Cl)nc2c1ncn2C1OC(C(=O)N2CCC(Cc3ccccc3)CC2)C(O)C1O,4.31
980,OC1C(O)C(n2cnc3c2nc(C#Cc2ccc(-c4ccccc4)cc2)nc3NCc2cccc(Cl)c2)C2CC12,7.27
981,CSc1ccc(-c2nc(-c3ccc(SC)cc3)nc(NC(C)=O)c2)cc1,7.15
982,CC(C)(C)NC(=O)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,5.69
983,CCSc1cccc2c1nc(-c1cnc3ccccc3n1)[nH]2,6.02
984,CC(=O)Oc1cc(OC(C)=O)c2c(=O)c(OC(C)=O)c(-c3ccccc3)oc2c1,4.76
985,Cn1cc2c(n1)nc(NC(=O)Nc1ccc(CC(=O)OCCCCN)cc1)n1nc(-c3ccco3)nc21,8.22
986,NCCCCCCNC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,5.68
987,CCCCC#Cc1nc2c(ncnc2N)n1C1OC(CO)C(O)C1O,6.19
988,CCC(=O)Nc1nc2c(cccc2)n2c(=O)n(-c3ccccc3)nc12,7.8
989,Cn1cc2c(n1)nc(NC1CC1)n1nc(-c3ccco3)nc21,7.16
990,Cc1cc(-n2cc3c(n2)c(NC(=O)C(c2ccccc2)c2ccccc2)nc2c3cccc2)ccc1,7.85
991,COc1ccc(-n2nc3c(NC(C)=O)nc4c(cccn4)n3c2=O)cc1,7.39
992,O=c1[nH]c(-c2ccccc2)cn2c(=O)n(-c3ccccc3)nc12,7.02
993,O=C(NCc1ccccc1)Nc1nc2ccccc2n2c(=O)c(-c3ccccc3)nn12,7.36
994,CCNC(=O)C1OC(n2cnc3c(N)nc(NCCN4CCN(c5ccc(I)cc5)CC4)nc32)C(O)C1O,5.47
995,CCCCC#Cc1nc(NCC)c2ncn(C3C(O)C(O)C4CC43)c2n1,8.17
996,O=C(Nc1nc(-c2ccccc2)c(C(=O)c2ccccc2)s1)c1ccco1,6.68
997,COc1c(O)ccc(CCNc2nc(C#Cc3ccc(F)cc3)nc3c2ncn3C2C(O)C(O)C3CC32)c1,8.19
998,Nc1c2ncn(C3C(O)C(O)C4(CCl)CC34)c2nc(Cl)n1,6.6
999,O=C(Nc1nc2ccccc2c2cn(-c3ccccc3)nc12)c1cc(C(F)(F)F)ccc1,7.22
1000,CNC(=O)C1OC(n2cnc3c2ncnc3NCc2cc(I)ccc2)C(O)C1N,7.14
1001,CNC(=O)C12CC1C(n1cnc3c1nc(C#CCCCCc1cn(C45CC6CC(CC(C6)C4)C5)nn1)nc3NCc1cc(Cl)ccc1)C(O)C2O,8.19
1002,CNC(=O)C12CC1C(n1cnc3c1nc(C#Cc1ccccc1)nc3NC1CC1c1ccccc1)C(O)C2O,8.21
1003,Nc1c2ncn(C3OC(CO)C(O)C3O)c2nc(NC(=O)C2CCCCC2)n1,5.56
1004,O=C(OCc1ccccc1)c1nn2c(n1)c(O)nc1c2cccc1,7.29
1005,Nc1c2ncn(C3OC(CO)C(O)C3O)c2nc(N=NNC(=O)Nc2nccs2)n1,6.21
1006,CNC(=O)C12CC1C(n1cnc3c1nc(Cl)nc3NCc1cc(C#CCO)ccc1)C(O)C2O,8.54
1007,COc1ccc(C(=O)Nc2nc3ccc(Cl)cc3n3c(=O)c(-c4ccccc4)nn23)cc1,8.8
1008,O=c1n(-c2ccccc2)nc2c(NS(=O)(=O)c3ccccc3)nc3c(cccc3)n12,7.49
1009,O=C(O)c1cnc(NCC2CCCCC2)n2nc(-c3ccco3)nc12,4.8
1010,Cc1c(C)c2c(nc(-c3c(-c4ccccc4)nc(NC(=O)c4ccccc4)s3)nc2N)s1,6.17
1011,CCCCc1nc2c(nc[nH]2)c2nc(-c3ccc(C(F)(F)F)cc3)nn12,9.115
1012,COc1ccc(NC(=O)Nc2nc3c(c4nc(-c5ccco5)nn24)n(C)nc3)cc1,7.21
1013,COc1ccc(-c2n[nH]c(-c3c(N)cccc3)c2)cc1,6.32
1014,O=C(Nc1nc2c(cccc2)c2cn(-c3ccccc3)nc12)c1cscc1,7.4
1015,CCCn1c(=O)c2c([nH]c(-c3cn(Cc4noc(-c5ccccc5C(F)(F)F)n4)nc3)n2)n(CCC)c1=O,6.21
1016,CC(=O)Nc1nc(-c2ccc(C)cc2)cc(-c2ccc(C)cc2)c1,7.69
1017,COc1ccc(-c2nn3c(N)nc4c(cccc4)n3c2=O)cc1,7.29
1018,COc1ccc(C(=O)Nc2nc3ccccc3n3c(=O)c(-c4ccccc4)nn23)cc1,8.37
1019,CCCn1c(=O)c2c(nc3cc(OC)ccn32)n(CCCOC(=O)c2cc(S(=O)(=O)F)ccc2)c1=O,7.0
1020,CNc1ncc(C(=O)NCCc2cc(OC)c(OC)cc2)c2nc(-c3ccco3)nn12,6.97
1021,CNC(=O)C1OC(n2cnc3c2nc(Cl)nc3NCc2cccc(I)c2)C(O)C1O,8.821666666666665
1022,Cn1cc2c(n1)nc(N=C(Nc1ccccc1)Nc1ccccc1)n1nc(-c3ccco3)nc21,7.1
1023,COC(=O)N1Cc2nc(-c3ccccc3)nn2-c2c1cccc2,6.61
1024,CNC(=O)C12CC1C(n1cnc3c1nc(Cl)nc3NCc1c(OC)ccc(I)c1)C(O)C2O,9.24
1025,CCn1c(=O)c2c(nc(C=Cc3cc(OC)c(OC)cc3)n2C)n(CC)c1=O,5.35
1026,CNC(=O)C1[Se]C(n2cnc3c2nc(Cl)nc3NC2CCCC2)C(O)C1O,8.45
1027,CCOC(=O)C12CC1C(n1cnc3c1nc(Cl)nc3NC(C1CC1)C1CC1)C(O)C2O,6.63
1028,CNC(=O)C1SC(n2cnc3c2nc(Cl)nc3NCc2cccc(I)c2)C(O)C1O,9.42
1029,Nc1nc(-c2ccc(NC(=O)c3cc(O)c(O)cc3)cc2)cn2c(=O)n(-c3ccccc3)nc12,5.9
1030,Cc1ccccc1CNc1nc(Cl)nc2c1ncn2C1SC(C(=O)NCC2CC2)C(O)C1O,7.53
1031,CCCCn1cc2c(n1)nc(NC(=O)Nc1ccc(C)cc1)n1nc(-c3ccco3)nc21,8.68
1032,CCn1nnc(C2OC(n3cnc4c3nc(Cl)nc4NC3CC3)C(O)C2O)n1,8.25
1033,CCOC(=O)c1cnc(NOC)n2nc(-c3ccco3)nc12,5.92
1034,CC(=O)Nc1nc(-c2ccc(C(C)=O)cc2)nc(-c2ccc(C(C)=O)cc2)c1,7.6
1035,Cc1c(O)c(C)c2c(c1)[nH]c1c2nccc1,5.35
1036,Oc1nc2c(cccc2)c2cn(-c3ccccc3)nc12,7.51
1037,Nc1c2ncn(C3OC(C(=O)NC4CCCC4)C(O)C3O)c2ncn1,7.15
1038,COc1ccccc1Cn1cc2nc(-c3ccc(C)o3)nc(N)c2n1,7.09
1039,OCC12CC1C(n1cnc3c1nc(Cl)nc3NCc1cc(I)ccc1)C(O)C2O,8.690000000000001
1040,CC(C)OC(=O)c1nn2c(O)nc3c(cccc3)c2c1,6.35
1041,CCn1cc2c(n1)nc(NC(=O)Nc1ccc([N+](=O)[O-])cc1)n1nc(-c3ccco3)nc21,8.19
1042,OCC1OC(n2cnc3c2ncnc3NC2C3CCC2CC3)C(O)C1O,6.64
1043,CCOC(=O)C1=C(c2ccccc2)N=C(C)C(=C(O)OCC)C1C=C(c1ccccc1)c1ccccc1,5.85
1044,Cc1cc(OCC(=O)Nc2n[nH]c(-c3ccccc3)n2)cc(C)c1,5.57
1045,c1ccc2cc(Nc3nc(NC4CCCCC4)c4nc[nH]c4n3)ccc2c1,5.62
1046,CCOC(=O)Cc1ccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)cc1,7.59
1047,CNC(=O)C12CC1C(n1cnc3c1nc(C#CCCC(=O)OC)nc3NCc1cc(Cl)ccc1)C(O)C2O,8.26
1048,Oc1nc2c(cccc2)c2cc(-c3cccs3)nn12,7.4
1049,Nc1c2nc(Br)n(C3CCCCC3)c2ncn1,4.96
1050,CCCCC#Cc1nc(N)c2ncn(C3C(O)C(O)C4CC43)c2n1,7.79
1051,c1nc2c(nc(Nc3ccc(N4CCOCC4)cc3)nc2NC2CCCCCC2)[nH]1,6.38
1052,COc1ccc(CNc2ncc(C(=O)O)c3nc(-c4ccco4)nn23)cc1,5.26
1053,CN(C)c1nc2c(scc2)c(-c2nccs2)n1,5.75
1054,CNC(=O)C12CC1C(n1cnc3c1nc(C#CCCCc1cn(-c4cccc([N+](=O)[O-])c4)nn1)nc3NCc1cc(Cl)ccc1)C(O)C2O,7.58
1055,COc1cc2nc3c(c(=O)n(CC4CC4)c(=O)n3CCc3ccccc3)n2cc1,8.105
1056,CCOC(O)=C1C(C)=Nc2nc3c(cccc3)n2C1c1cnco1,6.38
1057,CCCn1c(=O)c2c([nH]c(-c3cn(Cc4ccccc4)nc3)n2)n(CCC)c1=O,6.77
1058,O=C(C1OC(n2cnc3c2nc(Cl)nc3NC2CC2)C(O)C1O)N1CCC(Cc2ccccc2)CC1,5.4
1059,COc1ccccc1CNc1nc(Cl)nc2c1ncn2C1SCC(O)C1O,7.7
1060,CCNC(=O)C1OC(n2cnc3c2ncnc3Nc2ccc(OCC(=O)Nc3ccccc3)cc2)C(O)C1O,7.42
1061,NC(=O)NC1C(CO)OC(n2cnc3c2nc(Cl)nc3NCc2cc(I)ccc2)C1O,6.7
1062,CCCn1c(=O)[nH]c2c(nc(-c3ccc(S(=O)(=O)N4CCCCC4)cc3)[nH]2)c1=O,6.85
1063,O=C(Nc1nc(Oc2ccccc2)nc2nc(-c3ccco3)nn12)C(c1ccccc1)c1ccccc1,5.36
1064,OC1COC(n2cnc3c2nc(Cl)nc3NCc2cccc(I)c2)C1O,7.37
1065,N#Cc1cccc(CSc2nc(N)c(C#N)c(-c3ccco3)c2C#N)c1,6.17
1066,CCSC(=O)c1c(CC)c(C(=O)OCCO)c(-c2ccccc2)nc1CC,6.73
1067,O=C(Nc1ccccc1)Nc1ncnc2ccccc12,5.92
